trial,t_us,phase,x_cm,y_cm,ax,ay,az
1,2349,0,22.200,14.500,1268,16352,-1928
1,4187,0,22.200,14.500,1260,16292,-1996
1,7187,0,22.200,14.500,1404,16272,-2068
1,9187,0,22.200,14.500,1444,16172,-2032
1,12187,0,22.200,14.500,1504,16136,-2160
1,14187,0,22.200,14.500,1476,16208,-2052
1,17187,0,22.200,14.500,1288,16176,-2096
1,19187,0,22.200,14.500,1312,16148,-2012
1,22187,0,22.200,14.500,1084,16136,-2052
1,24187,0,22.200,14.500,1176,16276,-2000
1,27187,0,22.200,14.500,1084,16252,-2212
1,29187,0,22.200,14.500,1188,16412,-1964
1,32187,0,22.200,14.500,1196,16268,-2012
1,34187,0,22.200,14.500,1328,16304,-2004
1,37187,0,22.200,14.500,1408,16224,-1972
1,39187,0,22.200,14.500,1476,16260,-2048
1,42187,0,22.200,14.500,1332,16252,-1944
1,44187,0,22.200,14.500,1364,16212,-2032
1,47187,0,22.200,14.500,1448,16212,-2000
1,49187,0,22.200,14.500,1296,16200,-2028
1,52187,0,22.200,14.500,1288,16212,-1916
1,54187,0,22.200,14.500,1348,16252,-1896
1,57187,0,22.200,14.500,1152,16292,-2048
1,59187,0,22.200,14.500,1316,16268,-2056
1,62187,0,22.200,14.500,1272,16356,-1912
1,64187,0,22.200,14.500,1340,16296,-2028
1,67187,0,22.200,14.500,1392,16232,-2084
1,69187,0,22.200,14.500,1408,16220,-2064
1,72187,0,22.200,14.500,1528,16232,-2004
1,74187,0,22.200,14.500,1468,16276,-1976
1,77187,0,22.200,14.500,1496,16256,-2000
1,79187,0,22.200,14.500,1440,16244,-1976
1,82187,0,22.200,14.500,1428,16348,-2028
1,84187,0,22.200,14.500,1356,16308,-2144
1,87187,0,22.200,14.500,1148,16176,-1964
1,89187,0,22.200,14.500,1120,16244,-1940
1,92187,0,22.200,14.500,1100,16316,-2016
1,94187,0,22.200,14.500,1224,16200,-2036
1,97187,0,22.200,14.500,1192,16140,-1960
1,99187,0,22.200,14.500,1324,16168,-2064
1,102187,0,22.200,14.500,1364,16192,-2004
1,104187,0,22.200,14.500,1300,16236,-2096
1,107187,0,22.200,14.500,1364,16192,-2076
1,109187,0,22.200,14.500,1380,16268,-2132
1,112187,0,22.200,14.500,1348,16204,-2024
1,114187,0,22.200,14.500,1356,16288,-1864
1,117187,0,22.200,14.500,1332,16284,-2056
1,119187,0,22.200,14.500,1288,16340,-1924
1,122187,0,22.200,14.500,1208,16384,-2072
1,124187,0,22.200,14.500,1304,16288,-2068
1,127187,0,22.200,14.500,1304,16120,-2044
1,129187,0,22.200,14.500,1364,16252,-2144
1,132187,0,22.200,14.500,1436,16276,-2144
1,134187,0,22.200,14.500,1384,16200,-1924
1,137187,0,22.200,14.500,1348,16288,-2020
1,139187,0,22.200,14.500,1388,16236,-2004
1,142187,0,22.200,14.500,1396,16296,-2072
1,144187,0,22.200,14.500,1324,16244,-2040
1,147187,0,22.200,14.500,1400,16292,-2024
1,149187,0,22.200,14.500,1204,16304,-1848
1,152187,0,22.200,14.500,1292,16356,-1956
1,154187,0,22.200,14.500,1240,16296,-2016
1,157187,0,22.200,14.500,1164,16308,-2032
1,159187,0,22.200,14.500,1180,16280,-2128
1,162187,0,22.200,14.500,1308,16200,-2108
1,164187,0,22.200,14.500,1276,16212,-2200
1,167187,0,22.200,14.500,1348,16200,-2048
1,169187,0,22.200,14.500,1392,16184,-2116
1,172187,0,22.200,14.500,1284,16212,-2104
1,174187,0,22.200,14.500,1308,16208,-2108
1,177187,0,22.200,14.500,1256,16200,-1948
1,179187,0,22.200,14.500,1316,16240,-2008
1,182187,0,22.200,14.500,1176,16324,-1832
1,184187,0,22.200,14.500,1220,16364,-1820
