trial,t_us,phase,x_cm,y_cm,ax,ay,az
1,1344,0,22.200,4.500,1808,16204,-2004
1,3189,0,22.200,4.500,1624,16292,-2204
1,6188,0,22.200,4.500,1780,16336,-2128
1,8189,0,22.200,4.500,1720,16244,-2028
1,11189,0,22.200,4.500,1704,16264,-2128
1,13189,0,22.200,4.500,1620,16180,-1908
1,16189,0,22.200,4.500,1648,16240,-2056
1,18189,0,22.200,4.500,1636,16256,-2180
1,21189,0,22.200,4.500,1540,16032,-1892
1,23189,0,22.200,4.500,1572,16164,-2192
1,26189,0,22.200,4.500,1512,16276,-2060
1,28189,0,22.200,4.500,1540,16156,-1944
1,31189,0,22.200,4.500,1568,16220,-2004
1,33189,0,22.200,4.500,1416,16176,-2112
1,36189,0,22.200,4.500,1452,16224,-2044
1,38189,0,22.200,4.500,1504,16176,-1968
1,41189,0,22.200,4.500,1476,16156,-2072
1,43188,0,22.200,4.500,1592,16284,-2044
1,46189,0,22.200,4.500,1484,16152,-2036
1,48189,0,22.200,4.500,1544,16152,-1944
1,51189,0,22.200,4.500,1460,16072,-1964
1,53189,0,22.200,4.500,1624,16296,-2096
1,56189,0,22.200,4.500,1516,16236,-2060
1,58189,0,22.200,4.500,1516,16148,-2000
1,61189,0,22.200,4.500,1676,16320,-2160
1,63189,0,22.200,4.500,1580,16096,-2104
1,66189,0,22.200,4.500,1556,16296,-2104
1,68189,0,22.200,4.500,1752,16248,-2208
1,71188,0,22.200,4.500,1620,16244,-1992
1,73189,0,22.200,4.500,1700,16256,-2292
1,76188,0,22.200,4.500,1680,16280,-2200
1,78188,0,22.200,4.500,1612,16200,-2152
1,81188,0,22.200,4.500,1780,16292,-2172
1,83189,0,22.200,4.500,1660,16228,-2008
1,86189,0,22.200,4.500,1684,16204,-2196
1,88189,0,22.200,4.500,1612,16204,-1936
1,91189,0,22.200,4.500,1548,16228,-2064
1,93189,0,22.200,4.500,1664,16244,-2184
1,96189,0,22.200,4.500,1544,16276,-2084
1,98189,0,22.200,4.500,1548,16216,-1968
1,101189,0,22.200,4.500,1532,16232,-2156
1,103189,0,22.200,4.500,1520,16128,-2136
1,106188,0,22.200,4.500,1528,16160,-1908
1,108188,0,22.200,4.500,1500,16160,-2064
1,111188,0,22.200,4.500,1488,16196,-1960
1,113189,0,22.200,4.500,1500,16224,-1960
1,116189,0,22.200,4.500,1672,16080,-2096
1,118189,0,22.200,4.500,1624,16168,-2012
1,121189,0,22.200,4.500,1568,16236,-2192
1,123189,0,22.200,4.500,1540,16068,-1928
1,126189,0,22.200,4.500,1688,16328,-2128
1,128189,0,22.200,4.500,1588,16212,-2192
1,131189,0,22.200,4.500,1568,16140,-2156
1,133189,0,22.200,4.500,1580,16272,-2104
1,136188,0,22.200,4.500,1704,16100,-2008
1,138189,0,22.200,4.500,1604,16404,-2100
1,141189,0,22.200,4.500,1744,16296,-2148
1,143189,0,22.200,4.500,1688,16216,-2140
1,146189,0,22.200,4.500,1748,16216,-2160
1,148189,0,22.200,4.500,1592,16228,-1960
1,151189,0,22.200,4.500,1600,16088,-1888
1,153189,0,22.200,4.500,1664,16464,-2088
1,156189,0,22.200,4.500,1724,16384,-2080
1,158189,0,22.200,4.500,1612,16172,-2100
1,161189,0,22.200,4.500,1504,16220,-1920
1,163189,0,22.200,4.500,1616,16320,-2096
1,166189,0,22.200,4.500,1508,16376,-2084
1,168189,0,22.200,4.500,1416,15960,-1992
1,171189,0,22.200,4.500,1608,16192,-2148
1,173189,0,22.200,4.500,1424,16120,-2004
1,176189,0,22.200,4.500,1520,16232,-2128
1,178189,0,22.200,4.500,1412,16008,-1928
1,181189,0,22.200,4.500,1576,16104,-2112
1,183188,0,22.200,4.500,1484,16316,-1968
1,186189,0,22.200,4.500,1484,16088,-2096
1,188189,0,22.200,4.500,1592,16264,-2136
1,191189,0,22.200,4.500,1504,16188,-2060
1,193188,0,22.200,4.500,1552,16332,-2152
1,196189,0,22.200,4.500,1664,16296,-2124
1,198189,0,22.200,4.500,1516,16192,-2080
1,201189,0,22.200,4.500,1568,16260,-2100
1,203189,0,22.200,4.500,1616,16248,-2112
1,206189,0,22.200,4.500,1680,16188,-2044
1,208189,0,22.200,4.500,1544,16232,-1980
1,211188,0,22.200,4.500,1636,16088,-2176
1,213189,0,22.200,4.500,1708,16260,-1972
1,216189,0,22.200,4.500,1624,16216,-1988
1,218189,0,22.200,4.500,1736,16192,-1996
1,221188,0,22.200,4.500,1684,16180,-2052
