trial,t_us,phase,x_cm,y_cm,ax,ay,az,,,,,
1,136184,0,7.5,9.5,1484,16168,-1816,,,,,
1,139184,0,7.5,9.5,1688,16184,-1624,,,,,
1,141184,0,7.5,9.5,1504,16276,-1820,,,,,
1,144184,0,7.5,9.5,1440,16276,-1688,,,,,
1,146184,0,7.5,9.5,1820,16260,-1540,,,,,
1,149184,0,7.5,9.5,1716,16216,-1736,,,,,
1,151184,0,7.5,9.5,1948,16268,-1716,,,,,
1,154184,0,7.5,9.5,1868,16220,-1572,,,,,
1,156184,0,7.5,9.5,1776,16260,-1732,,,,,
1,159184,0,7.5,9.5,1904,16200,-1552,,,,,
1,161184,0,7.5,9.5,1632,16224,-1496,,,,,
1,164184,0,7.5,9.5,1684,16120,-1508,,,,,
1,166184,0,7.5,9.5,1612,16248,-1724,,,,,
1,169184,0,7.5,9.5,1876,16368,-1712,,,,,
1,171184,0,7.5,9.5,1440,16188,-1640,,,,,
1,174184,0,7.5,9.5,1612,16336,-1764,,,,,
1,176184,0,7.5,9.5,1632,16292,-1768,,,,,
1,179184,0,7.5,9.5,1644,16272,-1656,,,,,
1,181184,0,7.5,9.5,1828,16252,-1880,,,,,
1,184184,0,7.5,9.5,1432,16196,-1672,,,,,
1,186184,0,7.5,9.5,1848,16204,-1884,,,,,
1,189184,0,7.5,9.5,1736,16120,-1776,,,,,
1,191184,0,7.5,9.5,1908,16248,-1852,,,,,
1,194184,0,7.5,9.5,1512,15984,-1652,,,,,
1,196184,0,7.5,9.5,1740,16196,-1752,,,,,
1,199184,0,7.5,9.5,1384,16120,-1668,,,,,
1,201184,0,7.5,9.5,1764,16164,-1756,,,,,
1,204184,0,7.5,9.5,1668,16188,-1536,,,,,
1,206184,0,7.5,9.5,1660,16352,-1644,,,,,
1,209184,0,7.5,9.5,1712,16240,-1680,,,,,
1,211184,0,7.5,9.5,1600,16240,-1660,,,,,
1,214184,0,7.5,9.5,1524,16348,-1564,,,,,
1,216184,0,7.5,9.5,1836,16304,-1560,,,,,
1,219184,0,7.5,9.5,2016,16280,-1420,,,,,
1,221184,0,7.5,9.5,1464,16228,-1560,,,,,
