trial,t_us,phase,x_cm,y_cm,ax,ay,az,,,,,
1,224184,0,7.5,9.5,2004,16260,-1592,,,,,
1,226184,0,7.5,9.5,1440,16228,-1640,,,,,
1,229184,0,7.5,9.5,1564,16200,-1796,,,,,
1,231184,0,7.5,9.5,1820,16252,-1640,,,,,
1,234184,0,7.5,9.5,1496,16196,-1840,,,,,
1,236184,0,7.5,9.5,1796,16140,-1820,,,,,
1,239184,0,7.5,9.5,1800,16132,-1720,,,,,
1,241184,0,7.5,9.5,1708,16268,-1700,,,,,
1,244184,0,7.5,9.5,1640,16176,-1720,,,,,
1,246184,0,7.5,9.5,1600,16248,-1844,,,,,
1,249184,0,7.5,9.5,1704,16304,-1708,,,,,
1,251184,0,7.5,9.5,1584,16304,-1676,,,,,
1,254184,0,7.5,9.5,1960,16208,-1536,,,,,
1,256183,0,7.5,9.5,1560,16252,-1840,,,,,
1,259184,0,7.5,9.5,1676,16220,-1716,,,,,
1,261184,0,7.5,9.5,1588,16176,-1576,,,,,
1,264184,0,7.5,9.5,1596,16124,-1748,,,,,
1,266184,0,7.5,9.5,1884,16052,-1660,,,,,
1,269184,0,7.5,9.5,1756,16200,-1660,,,,,
1,271184,0,7.5,9.5,1676,16132,-1676,,,,,
1,274184,0,7.5,9.5,1672,16208,-1668,,,,,
1,276184,0,7.5,9.5,1872,16200,-1808,,,,,
1,279184,0,7.5,9.5,1564,16144,-1512,,,,,
1,281184,0,7.5,9.5,1888,16236,-1612,,,,,
1,284184,0,7.5,9.5,1904,16264,-1412,,,,,
1,286184,0,7.5,9.5,1472,16284,-1648,,,,,
1,289184,0,7.5,9.5,1836,16324,-1548,,,,,
1,291184,0,7.5,9.5,2152,16272,-1472,,,,,
1,294184,0,7.5,9.5,1664,16184,-1688,,,,,
1,296184,0,7.5,9.5,1572,16192,-1772,,,,,
1,299184,0,7.5,9.5,1860,16172,-1700,,,,,
1,301184,0,7.5,9.5,1616,16260,-1728,,,,,
1,304184,0,7.5,9.5,1672,16216,-1728,,,,,
1,306184,0,7.5,9.5,1832,16148,-1748,,,,,
1,309184,0,7.5,9.5,2084,16140,-1600,,,,,
1,311184,0,7.5,9.5,1500,16128,-1700,,,,,
1,314184,0,7.5,9.5,1844,16304,-1684,,,,,
1,316184,0,7.5,9.5,1588,16144,-1624,,,,,
1,319184,0,7.5,9.5,1732,16376,-1496,,,,,
1,321183,0,7.5,9.5,1528,16208,-1636,,,,,
1,324184,0,7.5,9.5,1500,16228,-1608,,,,,
1,326184,0,7.5,9.5,1756,16304,-1460,,,,,
1,329184,0,7.5,9.5,1392,16320,-1804,,,,,
1,331184,0,7.5,9.5,1904,16168,-1560,,,,,
1,334184,0,7.5,9.5,1668,16284,-1576,,,,,
1,336184,0,7.5,9.5,1588,16196,-1804,,,,,
1,339184,0,7.5,9.5,1548,16180,-1700,,,,,
1,341184,0,7.5,9.5,1816,16064,-1728,,,,,
1,344184,0,7.5,9.5,1480,16120,-1856,,,,,
1,346184,0,7.5,9.5,1556,16220,-1876,,,,,
1,349184,0,7.5,9.5,1556,16120,-1692,,,,,
1,351184,0,7.5,9.5,1908,16152,-1692,,,,,
1,354184,0,7.5,9.5,1512,16268,-1812,,,,,
1,356184,0,7.5,9.5,1796,16192,-1676,,,,,
1,359184,0,7.5,9.5,1664,16208,-1628,,,,,
1,361184,0,7.5,9.5,1804,16252,-1696,,,,,
1,364184,0,7.5,9.5,1556,16240,-1624,,,,,
1,366184,0,7.5,9.5,1832,16332,-1492,,,,,
1,369184,0,7.5,9.5,1340,16188,-1576,,,,,
1,371184,0,7.5,9.5,1816,16280,-1660,,,,,
1,374184,0,7.5,9.5,1628,16280,-1748,,,,,
1,376184,0,7.5,9.5,1652,16228,-1640,,,,,
1,379184,0,7.5,9.5,2036,16200,-1680,,,,,
1,381184,0,7.5,9.5,1424,16092,-1768,,,,,
1,384184,0,7.5,9.5,1864,16112,-1816,,,,,
1,386184,0,7.5,9.5,1704,16108,-1640,,,,,
1,389184,0,7.5,9.5,1704,16236,-1772,,,,,
1,391184,0,7.5,9.5,1668,16152,-1744,,,,,
1,394184,0,7.5,9.5,1572,16064,-1608,,,,,
1,396184,0,7.5,9.5,1696,16252,-1584,,,,,
1,399183,0,7.5,9.5,1636,16252,-1732,,,,,
1,401184,0,7.5,9.5,1488,16228,-1612,,,,,
1,404184,0,7.5,9.5,1568,16352,-1668,,,,,
1,406184,0,7.5,9.5,1572,16172,-1592,,,,,
1,409184,0,7.5,9.5,1696,16268,-1800,,,,,
1,411184,0,7.5,9.5,1732,16188,-1680,,,,,
1,414184,0,7.5,9.5,1972,16092,-1564,,,,,
1,416184,0,7.5,9.5,1660,16348,-1644,,,,,
1,419184,0,7.5,9.5,1772,16204,-1860,,,,,
1,421183,0,7.5,9.5,1808,16228,-1740,,,,,
1,424184,0,7.5,9.5,1640,16132,-1532,,,,,
1,426184,0,7.5,9.5,1696,16248,-1572,,,,,
1,429184,0,7.5,9.5,1836,16240,-1468,,,,,
1,431184,0,7.5,9.5,1596,16188,-1620,,,,,
1,434184,0,7.5,9.5,1920,16220,-1336,,,,,
1,436184,0,7.5,9.5,1540,16264,-1676,,,,,
1,439184,0,7.5,9.5,1808,16412,-1676,,,,,
1,441184,0,7.5,9.5,1532,16160,-1748,,,,,
1,444184,0,7.5,9.5,1352,16292,-1652,,,,,
1,446184,0,7.5,9.5,1752,16196,-1640,,,,,
1,449184,0,7.5,9.5,1736,16328,-1624,,,,,
1,451184,0,7.5,9.5,1672,16092,-1724,,,,,
1,454184,0,7.5,9.5,1612,16104,-1716,,,,,
1,456183,0,7.5,9.5,1856,16212,-1716,,,,,
1,459184,0,7.5,9.5,2048,16036,-1592,,,,,
1,461184,0,7.5,9.5,1488,16172,-1788,,,,,
1,464184,0,7.5,9.5,1848,16216,-1764,,,,,
1,466184,0,7.5,9.5,1740,16240,-1644,,,,,
1,469184,0,7.5,9.5,1516,16200,-1760,,,,,
1,471184,0,7.5,9.5,1856,16208,-1524,,,,,
1,474184,0,7.5,9.5,1940,16244,-1632,,,,,
1,476184,0,7.5,9.5,1272,16228,-1712,,,,,
1,479184,0,7.5,9.5,1896,16288,-1640,,,,,
1,481184,0,7.5,9.5,1564,16356,-1716,,,,,
1,484184,0,7.5,9.5,1568,16260,-1672,,,,,
1,486184,0,7.5,9.5,1740,16212,-1708,,,,,
1,489184,0,7.5,9.5,1932,16228,-1564,,,,,
1,491184,0,7.5,9.5,1556,16200,-1700,,,,,
1,494184,0,7.5,9.5,1852,16140,-1860,,,,,
1,496184,0,7.5,9.5,1720,16200,-1864,,,,,
1,499184,0,7.5,9.5,1776,16188,-1824,,,,,
1,501184,0,7.5,9.5,1756,16244,-1684,,,,,
1,504184,0,7.5,9.5,1768,16196,-1740,,,,,
1,506184,0,7.5,9.5,1716,16284,-1684,,,,,
1,509184,0,7.5,9.5,1636,16244,-1596,,,,,
1,511184,0,7.5,9.5,1656,16232,-1668,,,,,
1,514184,0,7.5,9.5,1900,16244,-1512,,,,,
1,516184,0,7.5,9.5,1392,16176,-1676,,,,,
1,519184,0,7.5,9.5,1580,16232,-1628,,,,,
1,521184,0,7.5,9.5,1752,16256,-1800,,,,,
1,524184,0,7.5,9.5,1636,16276,-1668,,,,,
1,526184,0,7.5,9.5,1916,16028,-1704,,,,,
1,529184,0,7.5,9.5,1836,16228,-1716,,,,,
1,531184,0,7.5,9.5,1696,16228,-1672,,,,,
1,534184,0,7.5,9.5,2012,16260,-1700,,,,,
1,536183,0,7.5,9.5,1460,16144,-1744,,,,,
1,539184,0,7.5,9.5,1752,16124,-1588,,,,,
1,541184,0,7.5,9.5,1680,16204,-1724,,,,,
1,544184,0,7.5,9.5,1736,16336,-1620,,,,,
1,546184,0,7.5,9.5,1756,16144,-1664,,,,,
1,549184,0,7.5,9.5,1876,16344,-1432,,,,,
1,551184,0,7.5,9.5,1512,16348,-1616,,,,,
1,554184,0,7.5,9.5,1732,16376,-1712,,,,,
1,556184,0,7.5,9.5,1736,16208,-1592,,,,,
1,559184,0,7.5,9.5,1752,16168,-1652,,,,,
1,561184,0,7.5,9.5,1496,16200,-1592,,,,,
1,564184,0,7.5,9.5,1540,16272,-1808,,,,,
1,566184,0,7.5,9.5,1852,16252,-1736,,,,,
1,569184,0,7.5,9.5,1364,16168,-1816,,,,,
1,571183,0,7.5,9.5,1792,16100,-1608,,,,,
1,574184,0,7.5,9.5,1944,16068,-1580,,,,,
1,576184,0,7.5,9.5,1584,16172,-1888,,,,,
1,579184,0,7.5,9.5,1672,16212,-1680,,,,,
1,581184,0,7.5,9.5,1700,16216,-1636,,,,,
1,584184,0,7.5,9.5,1756,16228,-1596,,,,,
1,586184,0,7.5,9.5,1624,16204,-1560,,,,,
1,589184,0,7.5,9.5,1884,16216,-1664,,,,,
1,591184,0,7.5,9.5,1424,16216,-1760,,,,,
1,594184,0,7.5,9.5,1632,16184,-1516,,,,,
1,596184,0,7.5,9.5,1724,16260,-1684,,,,,
1,599184,0,7.5,9.5,1616,16244,-1572,,,,,
1,601184,0,7.5,9.5,1652,16188,-1676,,,,,
1,604184,0,7.5,9.5,1432,16232,-1768,,,,,
1,606184,0,7.5,9.5,1864,16112,-1828,,,,,
1,609184,0,7.5,9.5,1764,16168,-1660,,,,,
1,611184,0,7.5,9.5,1568,16144,-1772,,,,,
1,614184,0,7.5,9.5,1824,16084,-1720,,,,,
1,616184,0,7.5,9.5,1500,16212,-1780,,,,,
1,619184,0,7.5,9.5,1596,16152,-1824,,,,,
1,621184,0,7.5,9.5,1600,16192,-1780,,,,,
1,624184,0,7.5,9.5,1596,16324,-1628,,,,,
1,626184,0,7.5,9.5,1740,16428,-1740,,,,,
1,629184,0,7.5,9.5,1624,16404,-1676,,,,,
1,631184,0,7.5,9.5,2040,16356,-1540,,,,,
1,634184,0,7.5,9.5,1720,16284,-1700,,,,,
1,636184,0,7.5,9.5,1876,16332,-1636,,,,,
1,639184,0,7.5,9.5,1948,16368,-1648,,,,,
1,641184,0,7.5,9.5,1588,16356,-1772,,,,,
1,644184,0,7.5,9.5,1844,16264,-1628,,,,,
1,646184,0,7.5,9.5,2108,16292,-1416,,,,,
1,649184,0,7.5,9.5,2064,16280,-1484,,,,,
1,651184,0,7.5,9.5,1832,16320,-1556,,,,,
1,654184,0,7.5,9.5,2004,16216,-1472,,,,,
1,656184,0,7.5,9.5,1736,16376,-1620,,,,,
1,659184,0,7.5,9.5,1752,16268,-1624,,,,,
1,661184,0,7.5,9.5,1688,16320,-1444,,,,,
1,664184,0,7.5,9.5,1432,16212,-1720,,,,,
1,666184,0,7.5,9.5,1564,16152,-1680,,,,,
1,669184,0,7.5,9.5,1340,16032,-2108,,,,,
1,671184,0,7.5,9.5,1244,16064,-1896,,,,,
1,674184,0,7.5,9.5,1320,15872,-2088,,,,,
1,676184,0,7.5,9.5,1160,15856,-2156,,,,,
1,679184,0,7.5,9.5,1416,15872,-2116,,,,,
1,681184,0,7.5,9.5,1672,15836,-1932,,,,,
1,684184,0,7.5,9.5,1956,16012,-1632,,,,,
1,686184,0,7.5,9.5,1860,16088,-1660,,,,,
1,689184,0,7.5,9.5,1900,16276,-1372,,,,,
1,691184,0,7.5,9.5,2132,16428,-1088,,,,,
1,694184,0,7.5,9.5,2156,16620,-952,,,,,
1,696184,0,7.5,9.5,1832,16596,-1232,,,,,
1,699184,0,7.5,9.5,1912,16620,-1188,,,,,
1,701184,1,7.5,9.5,1760,16676,-1324,,,,,
1,704181,1,7.5,9.5,1840,16560,-1508,,,,,
1,706192,1,7.5,9.5,1544,16400,-1712,,,,,
1,709200,1,7.501,9.5,1628,16392,-2064,,,,,
1,711198,1,7.503,9.5,1572,16140,-2088,,,,,
1,714198,1,7.507,9.5,1448,15536,-2160,,,,,
1,716203,1,7.511,9.5,2040,16372,-3012,,,,,
1,719202,1,7.519,9.5,1456,15036,-2020,,,,,
1,721198,1,7.525,9.5,2104,16100,-3224,,,,,
1,724202,1,7.536,9.5,1940,17044,-3840,,,,,
1,726199,1,7.545,9.5,2268,16140,-3036,,,,,
1,729200,1,7.559,9.5,2200,16936,-3856,,,,,
1,731201,1,7.57,9.5,2812,17208,-4488,,,,,
1,734199,1,7.587,9.5,2620,16796,-4232,,,,,
1,736198,1,7.6,9.5,1256,16232,-5164,,,,,
1,739201,1,7.621,9.5,1328,16976,-7288,,,,,
1,741202,1,7.636,9.5,1896,15960,-6484,,,,,
1,744198,1,7.66,9.5,-704,15032,-7288,,,,,
1,746201,1,7.678,9.5,1708,16156,-7912,,,,,
1,749200,1,7.705,9.5,1096,15460,-9008,,,,,
1,751200,1,7.725,9.5,492,14928,-9216,,,,,
1,754201,1,7.755,9.5,1020,15044,-9624,,,,,
1,756201,1,7.777,9.5,800,15428,-9872,,,,,
1,759200,1,7.811,9.5,1968,14612,-8600,,,,,
1,761198,1,7.835,9.5,784,16052,-9660,,,,,
1,764197,1,7.872,9.5,3276,16276,-8052,,,,,
1,766202,1,7.899,9.5,-448,15580,-7580,,,,,
1,769201,1,7.939,9.5,2968,17360,-6568,,,,,
1,771202,1,7.968,9.5,1956,17444,-6696,,,,,
1,774201,1,8.011,9.5,652,16528,-5344,,,,,
1,776197,1,8.042,9.5,3092,17572,-5160,,,,,
1,779201,1,8.089,9.5,1440,18304,-6848,,,,,
1,781201,1,8.122,9.5,3556,16912,-4956,,,,,
1,784203,1,8.173,9.5,1888,16252,-5280,,,,,
1,786199,1,8.207,9.5,4508,17300,-5492,,,,,
1,789200,1,8.261,9.5,2292,17012,-5656,,,,,
1,791200,1,8.298,9.5,3140,16476,-4340,,,,,
1,794199,1,8.356,9.5,3596,17956,-6068,,,,,
1,796199,1,8.395,9.5,1588,16752,-5404,,,,,
1,799200,1,8.455,9.5,1076,15344,-4064,,,,,
1,801200,1,8.497,9.5,1160,16184,-4984,,,,,
1,804200,1,8.561,9.5,1792,17584,-5868,,,,,
1,806200,1,8.604,9.5,408,14944,-3412,,,,,
1,809200,1,8.671,9.5,456,15760,-3368,,,,,
1,811202,1,8.717,9.5,1212,16424,-3616,,,,,
1,814198,1,8.788,9.5,1232,15916,-2764,,,,,
1,816200,1,8.836,9.5,1976,16112,-2172,,,,,
1,819200,1,8.909,9.5,2424,16092,-2788,,,,,
1,821201,1,8.96,9.5,1764,16388,-3260,,,,,
1,824201,1,9.036,9.5,2988,15412,-2260,,,,,
1,826200,1,9.089,9.5,1912,16008,-3600,,,,,
1,829200,1,9.169,9.5,1272,16252,-5228,,,,,
1,831201,1,9.224,9.5,688,15924,-5116,,,,,
1,834199,1,9.308,9.5,1620,14704,-4976,,,,,
1,836205,1,9.364,9.5,188,16056,-7512,,,,,
1,839211,1,9.452,9.5,-1248,14884,-7632,,,,,
1,841204,1,9.511,9.5,932,14556,-6512,,,,,
1,844202,1,9.6,9.5,2148,16088,-7924,,,,,
1,846205,1,9.66,9.5,1300,16164,-8020,,,,,
1,849200,1,9.75,9.5,960,15324,-5836,,,,,
1,851202,1,9.81,9.5,1488,14952,-4904,,,,,
1,854200,1,9.9,9.5,3924,17452,-5172,,,,,
1,856200,1,9.96,9.5,1276,17132,-3112,,,,,
1,859197,1,10.05,9.5,1780,16468,-116,,,,,
1,861201,1,10.11,9.5,-360,18616,-1908,,,,,
1,864205,1,10.2,9.5,3520,18832,868,,,,,
1,866199,1,10.26,9.5,1220,17112,2156,,,,,
1,869197,1,10.35,9.5,1904,18312,-252,,,,,
1,871201,1,10.41,9.5,3808,19508,-244,,,,,
1,874215,1,10.5,9.5,4524,15500,4356,,,,,
1,876198,1,10.559,9.5,4140,16048,2960,,,,,
1,879203,1,10.646,9.5,3400,17448,900,,,,,
1,881200,1,10.702,9.5,4136,13576,5208,,,,,
1,884203,1,10.786,9.5,1608,15388,2564,,,,,
1,886202,1,10.84,9.5,1524,15584,2776,,,,,
1,889201,1,10.92,9.5,2532,14708,4000,,,,,
1,891202,1,10.973,9.5,-796,16008,780,,,,,
1,894201,1,11.049,9.5,1552,16028,1316,,,,,
1,896199,1,11.099,9.5,-708,14620,1188,,,,,
1,899197,1,11.173,9.5,1880,16224,-976,,,,,
1,901199,1,11.221,9.5,-108,15620,-1340,,,,,
1,904198,1,11.291,9.5,1652,15348,-1968,,,,,
1,906201,1,11.337,9.5,936,15796,-2772,,,,,
1,909202,1,11.404,9.5,480,15996,-2728,,,,,
1,911201,1,11.447,9.5,320,15268,-2296,,,,,
1,914206,1,11.511,9.5,1768,16800,-3080,,,,,
1,916202,1,11.552,9.5,-432,16596,-3240,,,,,
1,919200,1,11.612,9.5,1312,17636,-2404,,,,,
1,921202,1,11.651,9.5,-2012,15036,-488,,,,,
1,924198,1,11.708,9.5,-1468,16868,-1352,,,,,
1,926204,1,11.745,9.5,4556,15008,3164,,,,,
1,929202,1,11.799,9.5,856,15360,3624,,,,,
1,931202,1,11.834,9.5,3952,13972,6668,,,,,
1,934199,1,11.884,9.5,6376,16924,5792,,,,,
1,936202,1,11.916,9.5,1328,17368,4844,,,,,
1,939202,1,11.964,9.5,2108,16676,8580,,,,,
1,941206,1,11.994,9.5,2152,17360,8952,,,,,
1,944205,1,12.038,9.5,1256,17208,9868,,,,,
1,946204,1,12.066,9.5,4056,17480,11088,,,,,
1,949204,1,12.106,9.5,2632,16612,11756,,,,,
1,951201,1,12.132,9.5,3324,16192,11624,,,,,
1,954198,1,12.169,9.5,3384,17732,7236,,,,,
1,956200,1,12.193,9.5,4804,16884,6848,,,,,
1,959199,1,12.227,9.5,4296,15340,4416,,,,,
1,961201,1,12.248,9.5,2232,15680,1992,,,,,
1,964199,1,12.279,9.5,248,14820,432,,,,,
1,966201,1,12.298,9.5,1784,15456,-628,,,,,
1,969205,1,12.325,9.5,-132,15248,-1136,,,,,
1,971199,1,12.343,9.5,-1264,14724,-528,,,,,
1,974204,1,12.367,9.5,-596,16752,-2396,,,,,
1,976201,1,12.381,9.5,-136,16316,-1496,,,,,
1,979207,1,12.402,9.5,1552,16116,-128,,,,,
1,981203,1,12.415,9.5,1968,17056,-260,,,,,
1,984200,1,12.432,9.5,2208,17832,-1116,,,,,
1,986199,1,12.443,9.5,2476,17512,-420,,,,,
1,989201,1,12.457,9.5,1728,17100,-908,,,,,
1,991200,1,12.465,9.5,3540,16656,-108,,,,,
1,994202,1,12.476,9.5,1948,15644,-880,,,,,
1,996202,1,12.482,9.5,-540,15124,-2004,,,,,
1,999202,1,12.489,9.5,1488,14780,-1764,,,,,
1,1001204,1,12.493,9.5,32,14544,-2680,,,,,
1,1004200,1,12.497,9.5,-1016,14052,-2308,,,,,
1,1006200,1,12.499,9.5,1684,14356,-1120,,,,,
1,1009203,1,12.5,9.5,1376,15080,-76,,,,,
1,1011198,1,12.5,9.5,632,14728,1508,,,,,
1,1014201,1,12.5,9.5,-68,16696,2620,,,,,
1,1016198,1,12.5,9.5,2108,17200,4700,,,,,
1,1019203,1,12.5,9.5,4356,18328,5592,,,,,
1,1021198,1,12.5,9.5,-12,18828,4884,,,,,
1,1024201,1,12.5,9.5,1136,17976,6632,,,,,
1,1026198,1,12.5,9.5,3856,18188,6304,,,,,
1,1029200,1,12.5,9.5,4140,17468,4924,,,,,
1,1031201,1,12.5,9.5,4836,16804,3336,,,,,
1,1034200,1,12.5,9.5,4860,15892,1496,,,,,
1,1036201,1,12.5,9.5,3292,15716,-1188,,,,,
1,1039200,1,12.5,9.5,3952,15820,-3872,,,,,
1,1041201,1,12.5,9.5,2840,15508,-5200,,,,,
1,1044200,1,12.5,9.5,940,15076,-6384,,,,,
1,1046201,1,12.5,9.5,240,14956,-6460,,,,,
1,1049200,1,12.5,9.5,-1328,15356,-6320,,,,,
1,1051201,1,12.5,9.5,-1524,15916,-6004,,,,,
1,1054200,1,12.5,9.5,-1464,16672,-5088,,,,,
1,1056201,1,12.5,9.5,-1904,17196,-5100,,,,,
1,1059200,1,12.5,9.5,-856,17380,-4080,,,,,
1,1061201,1,12.5,9.5,1904,17468,-3012,,,,,
1,1064200,1,12.5,9.5,2880,17064,-2752,,,,,
1,1066201,1,12.5,9.5,2744,16296,-2512,,,,,
1,1069200,1,12.5,9.5,3288,15740,-2588,,,,,
1,1071201,1,12.5,9.5,3632,15380,-3052,,,,,
1,1074200,1,12.5,9.5,2444,14488,-2920,,,,,
1,1076201,1,12.5,9.5,1428,14456,-3428,,,,,
1,1079200,1,12.5,9.5,356,14564,-3584,,,,,
1,1081201,1,12.5,9.5,936,14628,-2768,,,,,
1,1084200,1,12.5,9.5,444,15240,-2348,,,,,
1,1086201,1,12.5,9.5,88,15924,-2120,,,,,
1,1089200,1,12.5,9.5,1000,16776,-1028,,,,,
1,1091201,1,12.5,9.5,1624,17316,-604,,,,,
1,1094200,1,12.5,9.5,2404,18096,420,,,,,
1,1096201,1,12.5,9.5,2376,18076,832,,,,,
1,1099200,1,12.5,9.5,2652,18300,1252,,,,,
1,1101201,1,12.5,9.5,3060,18156,1376,,,,,
1,1104200,1,12.5,9.5,2548,17700,636,,,,,
1,1106201,1,12.5,9.5,1912,17208,364,,,,,
1,1109200,1,12.5,9.5,1484,16028,324,,,,,
1,1111201,1,12.5,9.5,1564,15528,-316,,,,,
1,1114200,1,12.5,9.5,2080,14968,-1208,,,,,
1,1116201,1,12.5,9.5,3116,14788,-1456,,,,,
1,1119200,1,12.5,9.5,2868,14700,-2168,,,,,
1,1121201,1,12.5,9.5,2768,15060,-2784,,,,,
1,1124200,1,12.5,9.5,2892,15560,-3044,,,,,
1,1126201,1,12.5,9.5,2380,16104,-2968,,,,,
1,1129200,1,12.5,9.5,1508,16572,-2536,,,,,
1,1131201,1,12.5,9.5,252,16764,-2516,,,,,
1,1134200,1,12.5,9.5,-556,17284,-2308,,,,,
1,1136201,1,12.5,9.5,-1088,17216,-2472,,,,,
1,1139200,1,12.5,9.5,-1504,17096,-2328,,,,,
1,1141201,1,12.5,9.5,-1204,16716,-2404,,,,,
1,1144200,1,12.5,9.5,-300,16048,-2504,,,,,
1,1146201,1,12.5,9.5,1108,15584,-2012,,,,,
1,1149200,1,12.5,9.5,2304,15124,-2028,,,,,
1,1151201,1,12.5,9.5,3004,15248,-2400,,,,,
1,1154200,1,12.5,9.5,3800,15072,-2144,,,,,
1,1156201,1,12.5,9.5,4540,15100,-1604,,,,,
1,1159191,2,12.5,9.5,4080,15540,-1352,,,,,
1,1161184,2,12.5,9.5,2952,15776,-1104,,,,,
1,1164184,2,12.5,9.5,2316,16316,-504,,,,,
1,1166183,2,12.5,9.5,2196,16680,-240,,,,,
1,1169184,2,12.5,9.5,980,17052,-260,,,,,
1,1171184,2,12.5,9.5,436,17412,-392,,,,,
1,1174184,2,12.5,9.5,604,17816,-752,,,,,
1,1176184,2,12.5,9.5,1192,17720,-860,,,,,
1,1179184,2,12.5,9.5,804,17304,-1364,,,,,
1,1181184,2,12.5,9.5,1612,17140,-1472,,,,,
1,1184184,2,12.5,9.5,1968,16360,-2056,,,,,
1,1186184,2,12.5,9.5,2020,16036,-2428,,,,,
1,1189184,2,12.5,9.5,1876,15468,-2844,,,,,
1,1191184,2,12.5,9.5,2008,15156,-2676,,,,,
1,1194184,2,12.5,9.5,1940,14944,-2748,,,,,
1,1196184,2,12.5,9.5,2320,15016,-2540,,,,,
1,1199184,2,12.5,9.5,2044,15104,-2396,,,,,
1,1201184,2,12.5,9.5,2364,15468,-2320,,,,,
1,1204184,2,12.5,9.5,2232,15888,-1972,,,,,
1,1206184,2,12.5,9.5,1568,16148,-1812,,,,,
1,1209184,2,12.5,9.5,1264,16668,-1576,,,,,
1,1211184,2,12.5,9.5,1004,16828,-1292,,,,,
1,1214184,2,12.5,9.5,448,16824,-984,,,,,
1,1216184,2,12.5,9.5,-456,16716,-944,,,,,
1,1219184,2,12.5,9.5,-168,16644,-952,,,,,
1,1221184,2,12.5,9.5,392,16580,-904,,,,,
1,1224184,2,12.5,9.5,484,16332,-1288,,,,,
1,1226184,2,12.5,9.5,1548,16256,-1248,,,,,
1,1229184,2,12.5,9.5,2756,16028,-1080,,,,,
1,1231184,2,12.5,9.5,3080,15820,-1516,,,,,
1,1234184,2,12.5,9.5,3804,15884,-1536,,,,,
1,1236184,2,12.5,9.5,3920,15760,-1692,,,,,
1,1239184,2,12.5,9.5,3532,15932,-1924,,,,,
1,1241184,2,12.5,9.5,3040,16176,-1964,,,,,
1,1244184,2,12.5,9.5,1760,16392,-1920,,,,,
1,1246184,2,12.5,9.5,1192,16644,-2012,,,,,
1,1249184,2,12.5,9.5,520,16820,-2048,,,,,
1,1251184,2,12.5,9.5,64,16824,-1988,,,,,
1,1254184,2,12.5,9.5,168,16928,-2032,,,,,
1,1256184,2,12.5,9.5,40,16888,-2136,,,,,
1,1259184,2,12.5,9.5,848,16764,-2084,,,,,
1,1261184,2,12.5,9.5,1352,16396,-1980,,,,,
1,1264184,2,12.5,9.5,1824,16096,-1900,,,,,
1,1266184,2,12.5,9.5,2004,15952,-1912,,,,,
1,1269184,2,12.5,9.5,2400,15604,-1612,,,,,
1,1271184,2,12.5,9.5,2656,15388,-1384,,,,,
1,1274184,2,12.5,9.5,2096,15244,-1368,,,,,
1,1276184,2,12.5,9.5,2204,15412,-1196,,,,,
1,1279183,2,12.5,9.5,2172,15444,-972,,,,,
1,1281184,2,12.5,9.5,1596,15616,-1176,,,,,
1,1284184,2,12.5,9.5,1276,15876,-1168,,,,,
1,1286184,2,12.5,9.5,1636,16288,-1264,,,,,
1,1289184,2,12.5,9.5,1476,16616,-1176,,,,,
1,1291184,2,12.5,9.5,1232,16712,-1440,,,,,
1,1294184,2,12.5,9.5,904,16976,-1732,,,,,
1,1296184,2,12.5,9.5,1152,16932,-1768,,,,,
1,1299184,2,12.5,9.5,1404,16748,-1964,,,,,
1,1301183,2,12.5,9.5,860,16520,-2332,,,,,
1,1304184,2,12.5,9.5,1280,16280,-2284,,,,,
1,1306184,2,12.5,9.5,1720,16112,-2260,,,,,
1,1309184,2,12.5,9.5,2292,15800,-2324,,,,,
1,1311184,2,12.5,9.5,2404,15760,-2276,,,,,
1,1314184,2,12.5,9.5,2732,15728,-2144,,,,,
1,1316184,2,12.5,9.5,2756,15792,-1880,,,,,
1,1319184,2,12.5,9.5,2800,15984,-1664,,,,,
1,1321184,2,12.5,9.5,2764,16136,-1508,,,,,
1,1324184,2,12.5,9.5,1896,16388,-1300,,,,,
1,1326184,2,12.5,9.5,1852,16540,-1124,,,,,
1,1329184,2,12.5,9.5,916,16572,-1096,,,,,
1,1331183,2,12.5,9.5,876,16680,-872,,,,,
1,1334184,2,12.5,9.5,636,16700,-980,,,,,
1,1336184,2,12.5,9.5,192,16488,-1228,,,,,
1,1339184,2,12.5,9.5,660,16404,-1324,,,,,
1,1341184,2,12.5,9.5,732,16152,-1536,,,,,
1,1344184,2,12.5,9.5,1476,16020,-1748,,,,,
1,1346184,2,12.5,9.5,1744,15784,-1912,,,,,
1,1349184,2,12.5,9.5,2484,15612,-2204,,,,,
1,1351184,2,12.5,9.5,2312,15560,-2136,,,,,
1,1354184,2,12.5,9.5,2544,15552,-2200,,,,,
1,1356184,2,12.5,9.5,2184,15632,-2124,,,,,
1,1359184,2,12.5,9.5,1952,16000,-1920,,,,,
1,1361184,2,12.5,9.5,1612,16048,-2048,,,,,
1,1364184,2,12.5,9.5,1364,16404,-1948,,,,,
1,1366184,2,12.5,9.5,1264,16528,-1852,,,,,
1,1369184,2,12.5,9.5,1176,16864,-1596,,,,,
1,1371184,2,12.5,9.5,1128,17036,-1684,,,,,
1,1374184,2,12.5,9.5,1068,16944,-1632,,,,,
1,1376184,2,12.5,9.5,1600,16952,-1352,,,,,
1,1379184,2,12.5,9.5,1736,16656,-1524,,,,,
1,1381183,2,12.5,9.5,1992,16596,-1496,,,,,
