trial,t_us,phase,x_cm,y_cm,ax,ay,az
1,2346,0,7.200,9.500,712,16284,-2152
1,4190,0,7.200,9.500,772,16344,-2156
1,7189,0,7.200,9.500,892,16292,-2268
1,9189,0,7.200,9.500,836,16180,-2220
1,12189,0,7.200,9.500,804,16280,-2168
1,14190,0,7.200,9.500,608,16224,-2032
1,17190,0,7.200,9.500,652,16152,-2216
1,19189,0,7.200,9.500,684,16248,-2168
1,22189,0,7.200,9.500,736,16192,-1992
1,24189,0,7.200,9.500,640,16272,-2052
1,27190,0,7.200,9.500,700,16288,-2032
1,29190,0,7.200,9.500,688,16224,-2208
1,32189,0,7.200,9.500,640,16120,-2088
1,34189,0,7.200,9.500,588,16260,-2000
1,37190,0,7.200,9.500,652,16228,-2036
1,39190,0,7.200,9.500,708,16192,-2100
1,42189,0,7.200,9.500,576,16260,-2076
1,44189,0,7.200,9.500,676,16232,-2104
1,47189,0,7.200,9.500,772,16324,-2060
1,49190,0,7.200,9.500,776,16316,-2204
1,52189,0,7.200,9.500,720,16260,-2212
1,54189,0,7.200,9.500,716,16204,-2152
1,57189,0,7.200,9.500,728,16264,-2212
1,59190,0,7.200,9.500,740,16292,-2048
1,62190,0,7.200,9.500,744,16268,-2260
1,64189,0,7.200,9.500,700,16272,-2028
1,67190,0,7.200,9.500,776,16272,-2152
1,69190,0,7.200,9.500,672,16320,-2128
1,72189,0,7.200,9.500,724,16252,-2112
1,74189,0,7.200,9.500,768,16308,-2044
1,77190,0,7.200,9.500,784,16352,-2060
1,79190,0,7.200,9.500,888,16340,-1912
1,82189,0,7.200,9.500,792,16328,-2064
1,84189,0,7.200,9.500,824,16204,-1796
1,87190,0,7.200,9.500,736,16280,-2088
1,89190,0,7.200,9.500,824,16248,-2208
1,92189,0,7.200,9.500,812,16228,-2080
1,94189,0,7.200,9.500,712,16180,-2192
1,97189,0,7.200,9.500,612,16112,-2156
1,99190,0,7.200,9.500,712,16236,-2292
1,102190,0,7.200,9.500,632,16348,-2232
1,104189,0,7.200,9.500,676,16236,-2160
1,107190,0,7.200,9.500,640,16216,-1960
1,109189,0,7.200,9.500,540,16228,-2108
1,112190,0,7.200,9.500,636,16264,-2128
