t_us,phase,ax,ay,az
2253455,2,1932,16252,-1464
2255955,2,2076,16212,-1616
2258456,2,2108,16132,-1480
2260956,2,1924,16220,-1508
2263456,2,1988,16268,-1408
2265956,2,1808,16140,-1420
2268456,2,1908,16104,-1260
2270956,2,1728,16212,-1468
2273456,2,1636,16184,-1436
2275956,2,1860,16200,-1256
2278456,2,1972,16248,-1324
2280956,2,1984,16240,-1424
2283456,2,2148,16224,-1400
2285956,2,2160,16156,-1464
2288456,2,2044,16196,-1292
2290956,2,2112,16288,-1472
2293456,2,1908,16200,-1448
2295956,2,1856,16140,-1524
2298456,2,1784,16180,-1384
2300955,2,1764,16180,-1472
2303455,2,1732,16216,-1484
2305955,2,1864,16236,-1644
2308456,2,2032,16056,-1648
2310956,2,2088,16192,-1656
2313456,2,2060,16260,-1340
2315955,2,2092,16196,-1632
2318456,2,2004,16152,-1500
2320956,2,1924,16124,-1388
2323456,2,1788,16168,-1472
2325956,2,1736,16192,-1404
2328456,2,1668,16172,-1396
2330956,2,1676,16160,-1388
2333456,2,1964,16176,-1548
2335956,2,1912,16152,-1388
2338456,2,2004,16160,-1528
2340956,2,2032,16064,-1568
2343456,2,2120,16196,-1320
2345956,2,2060,16080,-1476
2348456,2,2020,16056,-1444
2350955,2,1948,16164,-1384
2353456,2,1804,16088,-1416
2355956,2,1748,16176,-1212
2358456,2,1684,16208,-1384
2360956,2,1716,16248,-1344
2363456,2,1808,16220,-1468
2365955,2,1928,16176,-1392
2368456,2,2048,16248,-1568
2370955,2,2104,16228,-1556
2373456,2,2144,16268,-1628
2375956,2,2056,16248,-1524
2378456,2,1996,16196,-1568
2380956,2,1756,16220,-1468
2383456,2,1732,16220,-1588
2385956,2,1744,16232,-1560
2388456,2,1836,16196,-1600
2390956,2,1808,16092,-1516
2393456,2,1876,16252,-1444
2395956,2,1936,16288,-1492
2398456,2,2096,16356,-1536
2400955,2,2048,16268,-1512
2403455,2,2116,16172,-1516
2405955,2,2024,16116,-1500
2408456,2,1852,16168,-1316
2410956,2,1704,16152,-1428
2413456,2,1640,16180,-1360
2415956,2,1716,16188,-1436
2418456,2,1816,16112,-1312
2420956,2,1852,16052,-1228
2423456,2,1956,16120,-1384
2425956,2,2108,16156,-1308
2428456,2,2160,16256,-1372
2430956,2,2092,16220,-1352
2433456,2,1968,16192,-1352
2435956,2,1928,16252,-1364
2438456,2,1820,16092,-1396
2440956,2,1812,16180,-1264
2443456,2,1756,16108,-1360
2445956,2,1788,16104,-1576
2448456,2,1756,16208,-1404
2450955,2,1916,16200,-1632
2453456,2,1984,16208,-1572
2455956,2,2140,16132,-1420
2458456,2,2120,16240,-1512
2460956,2,2100,16296,-1416
2463456,2,1924,16224,-1360
2465955,2,1940,16236,-1376
2468456,2,1716,16296,-1468
2470955,2,1692,16140,-1424
2473456,2,1680,16132,-1528
2475956,2,1772,16092,-1288
2478456,2,1912,16228,-1468
2480956,2,2044,16008,-1684
2483456,2,2124,16192,-1560
2485956,2,2148,16196,-1520
2488456,2,2176,16252,-1560
2490956,2,1952,16252,-1352
2493456,2,1884,16292,-1252
2495956,2,1676,16272,-1384
2498456,2,1692,16200,-1256
2500955,2,1648,16156,-1320
2503456,2,1708,16244,-1248
2505956,2,1896,16120,-1508
2508456,2,1920,16152,-1244
2510956,2,2016,16120,-1528
2513456,2,2276,16124,-1420
2515955,2,2096,16144,-1464
2518456,2,2068,16192,-1540
2520956,2,1976,16060,-1648
2523456,2,1792,16084,-1480
2525956,2,1752,16060,-1520
2528456,2,1756,16144,-1572
2530956,2,1732,16164,-1512
2533456,2,1732,16236,-1568
2535956,2,1940,16272,-1472
2538456,2,2036,16252,-1548
2540956,2,2040,16260,-1536
2543456,2,2196,16316,-1536
2545956,2,2140,16256,-1428
2548456,2,2076,16252,-1320
2550955,2,1908,16288,-1492
2553456,2,1852,16248,-1464
2555956,2,1720,16128,-1444
2558456,2,1776,16140,-1364
2560956,2,1808,16156,-1408
2563456,2,1856,16212,-1452
2565956,2,1992,16140,-1520
2568456,2,2128,16180,-1512
2570956,2,2140,16204,-1460
2573456,2,2060,16128,-1644
2575956,2,1936,16212,-1456
2578456,2,1892,16172,-1436
2580956,2,1876,16072,-1416
2583456,2,1668,16132,-1492
2585956,2,1608,16088,-1296
2588456,2,1716,16172,-1468
2590956,2,1832,16116,-1292
2593456,2,1984,16304,-1468
2595956,2,2000,16244,-1448
2598456,2,2136,16180,-1448
2600955,2,2192,16240,-1524
2603456,2,2064,16164,-1548
2605956,2,1952,16136,-1600
2608456,2,1816,16208,-1444
2610956,2,1720,16260,-1436
2613456,2,1700,16256,-1456
2615956,2,1708,16148,-1524
2618456,2,1700,16112,-1392
2620956,2,1884,16248,-1384
2623456,2,2000,16264,-1352
2625956,2,2148,16248,-1368
2628456,2,2180,16328,-1208
2630956,2,2176,16260,-1440
2633456,2,2136,16252,-1320
2635956,2,1960,16264,-1384
2638456,2,1756,16220,-1340
2640956,2,1692,16160,-1408
2643456,2,1700,16212,-1436
2645956,2,1684,16180,-1492
2648456,2,1704,16176,-1552
2650955,2,1972,16220,-1532
2653455,2,2004,16236,-1580
2655955,2,2144,16224,-1332
2658456,2,2148,16136,-1596
2660956,2,1960,16180,-1612
2663456,2,1908,16228,-1320
2665956,2,1848,16128,-1460
2668456,2,1756,16192,-1468
2670956,2,1728,16200,-1444
2673456,2,1672,16168,-1512
2675956,2,1792,16176,-1568
2678456,2,1904,16196,-1488
2680956,2,1984,16164,-1484
2683456,2,2000,16216,-1548
2685956,2,2164,16192,-1512
2688456,2,2304,16180,-1544
2690956,2,2120,16284,-1436
2693456,2,1984,16156,-1412
2695956,2,1832,16200,-1508
2698456,2,1752,16176,-1332
2700955,2,1796,16232,-1368
2703456,2,1740,16276,-1432
2705956,2,1896,16264,-1444
2708456,2,2148,16308,-1416
2710956,2,2056,16192,-1404
2713456,2,2044,16312,-1548
2715956,2,2168,16204,-1592
2718456,2,1956,16196,-1432
2720956,2,2056,16172,-1528
2723456,2,1836,16180,-1404
2725956,2,1680,16124,-1480
2728456,2,1656,16088,-1424
2730956,2,1724,16256,-1452
2733456,2,1772,16156,-1432
2735956,2,1872,16052,-1412
2738456,2,1988,16216,-1424
2740956,2,2068,16192,-1416
2743456,2,2068,16216,-1456
2745956,2,2056,16160,-1504
2748456,2,2012,16124,-1460
2750955,2,1880,16096,-1540
2753456,2,1760,16164,-1380
2755956,2,1652,16112,-1424
2758456,2,1564,16164,-1556
2760956,2,1712,16172,-1408
2763456,2,1824,16248,-1484
2765955,2,1980,16200,-1464
2768456,2,2120,16144,-1300
2770956,2,2096,16180,-1400
2773456,2,2156,16264,-1412
2775956,2,2144,16196,-1488
2778456,2,1944,16184,-1380
2780956,2,1916,16208,-1620
2783456,2,1796,16248,-1392
2785956,2,1700,16240,-1352
2788456,2,1796,16176,-1468
2790956,2,1808,16216,-1408
2793456,2,1756,16216,-1452
2795956,2,2004,16160,-1484
2798456,2,2076,16300,-1532
2800955,2,2156,16316,-1580
2803455,2,2128,16184,-1444
2805955,2,2028,16168,-1424
2808456,2,2116,16144,-1540
2810956,2,1772,16152,-1476
2813456,2,1616,16100,-1432
2815956,2,1716,16088,-1616
2818456,2,1708,16048,-1324
2820956,2,1824,16128,-1452
2823456,2,2040,16116,-1472
2825956,2,2012,16128,-1404
2828456,2,2136,16152,-1452
2830956,2,2100,16176,-1444
2833456,2,1948,16188,-1444
2835956,2,1880,16124,-1344
2838456,2,1872,16240,-1380
2840956,2,1756,16108,-1556
2843456,2,1684,16144,-1464
2845956,2,1772,16160,-1284
2848456,2,1760,16152,-1380
2850955,2,1980,16140,-1396
2853456,2,2044,16104,-1596
2855956,2,2092,16232,-1492
2858456,2,2196,16252,-1544
2860956,2,2212,16304,-1472
2863456,2,1900,16180,-1372
2865956,2,1860,16264,-1424
2868456,2,1796,16256,-1408
2870956,2,1592,16144,-1332
2873456,2,1692,16172,-1436
2875956,2,1824,16232,-1412
2878456,2,1960,16216,-1436
2880956,2,2024,16164,-1592
2883456,2,2104,16192,-1508
2885956,2,2140,16236,-1328
2888456,2,2068,16212,-1424
2890956,2,2000,16280,-1624
2893456,2,1956,16128,-1440
2895956,2,1832,16156,-1468
2898456,2,1780,16092,-1464
2900955,2,1708,16184,-1452
2903456,2,1756,16180,-1524
2905956,2,1844,16248,-1372
2908456,2,2060,16208,-1572
2910956,2,1992,16252,-1496
2913456,2,2076,16224,-1564
2915956,2,2024,16092,-1468
2918456,2,2008,16140,-1504
2920956,2,1940,16116,-1328
2923456,2,1820,16132,-1304
2925956,2,1616,16124,-1448
2928456,2,1736,16232,-1452
2930956,2,1620,16160,-1380
2933456,2,1832,16164,-1376
2935956,2,2020,16176,-1440
2938456,2,2020,16176,-1372
2940956,2,2124,16088,-1412
2943456,2,2116,16244,-1592
2945956,2,2088,16248,-1564
2948456,2,1980,16044,-1656
2950955,2,1904,16160,-1668
2953455,2,1696,16204,-1408
2955955,2,1592,16136,-1452
2958456,2,1736,16164,-1448
2960956,2,1772,16256,-1408
2963456,2,1904,16280,-1404
2965956,2,1944,16236,-1536
2968456,2,2088,16244,-1464
2970956,2,2108,16300,-1528
2973456,2,2204,16212,-1476
2975956,2,2056,16152,-1476
2978456,2,2028,16144,-1440
2980956,2,1816,16128,-1388
2983456,2,1764,16156,-1520
2985956,2,1576,16080,-1416
2988456,2,1788,16128,-1496
2990956,2,1788,16212,-1420
2993456,2,1788,16144,-1476
2995956,2,2044,16156,-1432
2998456,2,2060,16224,-1408
3000955,2,2252,16148,-1544
3003455,2,2196,16160,-1464
3005955,2,1996,16120,-1496
3008456,2,1848,16212,-1276
3010956,2,1808,16140,-1424
3013456,2,1668,16172,-1332
3015956,2,1648,16140,-1532
3018456,2,1796,16124,-1500
3020956,2,1876,16112,-1632
3023456,2,2064,16200,-1492
3025956,2,1988,16132,-1408
3028456,2,2140,16104,-1564
3030956,2,2012,16260,-1416
3033456,2,2108,16268,-1432
3035956,2,2004,16264,-1444
3038456,2,1736,16284,-1408
3040956,2,1752,16176,-1316
3043456,2,1796,16184,-1336
3045956,2,1684,16176,-1408
3048456,2,1808,16160,-1360
3050955,2,1944,16184,-1532
3053455,2,2088,16096,-1524
3055955,2,2140,16164,-1440
3058456,2,2108,16264,-1396
3060956,2,2140,16200,-1444
3063456,2,1940,16092,-1524
3065956,2,1848,16232,-1484
3068456,2,1792,16196,-1556
3070956,2,1700,16212,-1508
3073456,2,1724,16168,-1236
3075956,2,1760,16284,-1360
3078456,2,1880,16232,-1360
3080956,2,1896,16144,-1508
3083456,2,2060,16172,-1476
3085956,2,2100,16288,-1416
3088456,2,2140,16184,-1436
3090956,2,2024,16116,-1536
3093456,2,1904,16104,-1336
3095956,2,1828,16144,-1500
3098456,2,1832,16216,-1508
3100955,2,1708,16116,-1512
3103456,2,1820,16156,-1600
3105956,2,1896,16164,-1476
3108456,2,2016,16228,-1352
3110956,2,2104,16224,-1364
3113456,2,2140,16240,-1512
3115956,2,2156,16196,-1324
3118456,2,2048,16296,-1468
3120956,2,1932,16216,-1448
3123456,2,1832,16168,-1356
3125956,2,1764,16224,-1496
3128456,2,1736,16148,-1548
3130956,2,1652,16264,-1560
3133456,2,1872,16108,-1384
3135956,2,1944,16256,-1476
3138456,2,2016,16284,-1312
3140956,2,2104,16220,-1600
3143456,2,2092,16184,-1452
3145956,2,2152,16184,-1476
3148456,2,1928,16148,-1440
3150955,2,1984,16152,-1556
3153455,2,1860,16204,-1380
3155955,2,1740,16248,-1436
3158456,2,1724,16188,-1440
3160956,2,1680,16184,-1600
3163456,2,1872,16132,-1512
3165956,2,1876,16200,-1452
3168456,2,2032,16232,-1564
3170956,2,2152,16228,-1664
3173456,2,2124,16140,-1444
3175956,2,1988,16212,-1464
3178456,2,2052,16248,-1412
3180956,2,1900,16220,-1360
3183456,2,1788,16128,-1528
3185956,2,1720,16268,-1380
3188456,2,1860,16224,-1516
3190956,2,1860,16208,-1440
3193456,2,1948,16072,-1460
3195956,2,2068,16200,-1496
3198456,2,2072,16264,-1488
3200955,2,2212,16164,-1560
3203456,2,2108,16348,-1280
3205956,2,2088,16244,-1464
3208456,2,1912,16236,-1508
3210956,2,1820,16224,-1432
3213456,2,1656,16172,-1404
3215956,2,1824,16120,-1412
3218456,2,1832,16196,-1412
3220956,2,1860,16164,-1464
3223456,2,1968,16128,-1364
3225956,2,2124,16184,-1480
3228456,2,2080,16260,-1548
3230956,2,2092,16196,-1468
3233456,2,2024,16148,-1308
3235956,2,1940,16192,-1408
3238456,2,1776,16132,-1496
3240956,2,1736,16176,-1508
3243456,2,1696,16132,-1408
3245956,2,1764,16152,-1488
3248456,2,1808,16204,-1360
3250955,2,1904,16132,-1524
3253455,2,1964,16220,-1400
3255955,2,2108,16160,-1472
3258456,2,2140,16240,-1520
3260956,2,2064,16180,-1428
3263456,2,1888,16200,-1496
3265956,2,1848,16208,-1308
3268456,2,1784,16144,-1484
3270956,2,1700,16088,-1412
3273456,2,1728,16192,-1424
3275956,2,1784,16132,-1464
3278456,2,1880,16160,-1480
3280956,2,1968,16112,-1360
3283456,2,2076,16136,-1528
3285956,2,2028,16112,-1516
3288456,2,2016,16204,-1448
3290956,2,1988,16272,-1364
3293456,2,1964,16292,-1588
3295956,2,1864,16176,-1484
3298456,2,1768,16160,-1480
3300955,2,1796,16168,-1640
3303455,2,1780,16180,-1524
3305955,2,1876,16112,-1380
3308456,2,1800,16136,-1480
3310956,2,2004,16160,-1644
3313456,2,2012,16184,-1508
3315956,2,2120,16144,-1440
3318456,2,2036,16192,-1484
3320956,2,2012,16048,-1332
3323456,2,2028,16276,-1576
3325956,2,1776,16208,-1496
3328456,2,1784,16156,-1480
3330956,2,1760,16108,-1492
3333456,2,1736,16228,-1528
3335956,2,1916,16184,-1508
3338456,2,1992,16200,-1528
3340956,2,1952,16200,-1640
3343456,2,1928,16304,-1396
3345956,2,2164,16340,-1400
3348456,2,1980,16160,-1408
3350955,2,1988,16236,-1436
3353456,2,1896,16232,-1440
3355956,2,1792,16232,-1360
3358456,2,1796,16232,-1476
3360956,2,1688,16176,-1432
3363456,2,1832,16220,-1584
3365956,2,2016,16064,-1468
3368456,2,2152,16272,-1536
3370956,2,1996,16180,-1468
3373456,2,2136,16188,-1560
3375956,2,2104,16176,-1548
3378456,2,2004,16204,-1288
3380956,2,1920,16212,-1408
3383456,2,1852,16200,-1300
3385955,2,1716,16180,-1484
3388456,2,1796,16148,-1392
3390956,2,1828,16180,-1456
3393456,2,1852,16124,-1480
3395956,2,2092,16232,-1356
3398456,2,1964,16172,-1460
3400955,2,2032,16296,-1404
3403455,2,2008,16180,-1316
3405955,2,1888,16116,-1440
3408456,2,1960,16128,-1440
3410956,2,1812,16200,-1476
3413456,2,1804,16132,-1600
3415956,2,1728,16136,-1676
3418456,2,1752,16156,-1424
3420956,2,1828,16080,-1396
3423456,2,1888,16172,-1440
3425956,2,2060,16184,-1528
3428456,2,2052,16196,-1340
3430956,2,1964,16212,-1504
3433456,2,1944,16252,-1584
3435956,2,1932,16228,-1368
3438456,2,1948,16136,-1404
3440956,2,1784,16392,-1412
3443456,2,1684,16228,-1300
3445956,2,1796,16124,-1448
3448456,2,1848,16148,-1392
3450955,2,1976,16168,-1388
3453455,2,1960,16228,-1376
3455955,2,2108,16164,-1432
3458456,2,2084,16176,-1340
3460956,2,2080,16196,-1364
3463456,2,1908,16232,-1368
3465956,2,1860,16168,-1260
3468456,2,1784,16156,-1452
3470955,2,1700,16228,-1432
3473456,2,1840,16132,-1464
3475956,2,1776,16092,-1548
3478456,2,1876,16292,-1396
3480956,2,1988,16232,-1460
3483456,2,1924,16148,-1652
3485956,2,2112,16072,-1520
3488456,2,2036,16196,-1376
3490956,2,2068,16308,-1448
3493456,2,2044,16220,-1456
3495956,2,1792,16200,-1472
3498456,2,1820,16244,-1440
3500955,2,1772,16220,-1308
3503456,2,1712,16148,-1548
3505956,2,1856,16268,-1344
3508456,2,1840,16176,-1352
3510956,2,1952,16244,-1428
3513456,2,1960,16212,-1496
3515956,2,2112,16284,-1476
3518456,2,2120,16192,-1468
3520956,2,2008,16160,-1404
3523456,2,1844,16148,-1324
3525956,2,1796,16204,-1424
3528456,2,1772,16112,-1508
3530956,2,1764,16152,-1484
3533456,2,1780,16180,-1368
3535956,2,1904,16220,-1444
3538456,2,1820,16176,-1620
3540956,2,2040,16232,-1460
3543456,2,2072,16208,-1524
3545956,2,2100,16164,-1336
3548456,2,2044,16224,-1544
3550955,2,1896,16088,-1448
3553456,2,1876,16232,-1352
3555956,2,1832,16172,-1436
3558456,2,1708,16084,-1496
3560956,2,1748,16260,-1512
3563456,2,1864,16160,-1496
3565956,2,1912,16176,-1628
3568456,2,1932,16152,-1440
3570956,2,2140,16140,-1444
3573456,2,2048,16192,-1512
3575956,2,2032,16196,-1436
3578456,2,1956,16144,-1468
3580956,2,1888,16180,-1648
3583456,2,1808,16180,-1504
3585955,2,1816,16140,-1388
3588456,2,1772,16276,-1400
3590956,2,1832,16164,-1480
3593456,2,1848,16120,-1332
3595956,2,2068,16268,-1424
3598456,2,2092,16268,-1392
3600955,2,2028,16228,-1576
3603455,2,2068,16244,-1388
3605955,2,2092,16148,-1440
3608456,2,1956,16220,-1416
3610956,2,1916,16108,-1560
3613456,2,1792,16240,-1464
3615956,2,1756,16208,-1536
3618456,2,1876,16080,-1444
3620956,2,1936,16256,-1408
3623456,2,1944,16184,-1520
3625956,2,2004,16096,-1512
3628456,2,2104,16160,-1564
3630956,2,2008,16248,-1516
3633456,2,1984,16220,-1480
3635956,2,2068,16128,-1584
3638456,2,1988,16240,-1408
3640956,2,1852,16176,-1400
3643456,2,1712,16136,-1568
3645956,2,1792,16188,-1360
3648456,2,1868,16116,-1348
3650955,2,1860,16280,-1548
3653455,2,1916,16184,-1520
3655955,2,2020,16232,-1496
3658456,2,2048,16152,-1372
3660956,2,2096,16204,-1496
3663456,2,2000,16112,-1620
3665956,2,1884,16208,-1392
3668456,2,1960,16232,-1412
3670956,2,1752,16168,-1404
3673456,2,1832,16128,-1520
3675956,2,1728,16196,-1516
3678456,2,1708,16160,-1264
3680956,2,1852,16192,-1432
3683456,2,1932,16280,-1440
3685956,2,2200,16248,-1476
3688456,2,2056,16232,-1364
3690956,2,1980,16248,-1448
3693456,2,2036,16208,-1520
3695956,2,1844,16224,-1368
3698456,2,1848,16188,-1496
3700955,2,1792,16132,-1432
3703455,2,1696,16036,-1452
3705955,2,1804,16220,-1544
3708456,2,1884,16208,-1436
3710956,2,1860,16216,-1440
3713456,2,1968,16128,-1492
3715956,2,2032,16252,-1332
3718456,2,1952,16312,-1416
3720956,2,1924,16160,-1380
3723456,2,1816,16232,-1508
3725956,2,1792,16156,-1600
3728456,2,1764,16124,-1360
3730956,2,1836,16056,-1460
3733456,2,1772,16088,-1476
3735955,2,1828,16212,-1380
3738456,2,2004,16136,-1472
3740956,2,2044,16204,-1312
3743456,2,2048,16224,-1532
3745956,2,2048,16224,-1520
3748456,2,1980,16156,-1464
3750955,2,1844,16160,-1540
3753455,2,1904,16196,-1452
3755955,2,1804,16184,-1464
3758456,2,1716,16164,-1484
3760956,2,1752,16192,-1508
3763456,2,1960,16136,-1364
3765956,2,1924,16188,-1528
3768456,2,1984,16212,-1416
3770956,2,2052,16216,-1416
3773456,2,2100,16228,-1508
3775956,2,2020,16184,-1532
3778456,2,2008,16272,-1472
3780956,2,1980,16192,-1504
3783456,2,1880,16220,-1488
3785956,2,1752,16132,-1440
3788456,2,1768,16028,-1600
3790956,2,1840,16124,-1520
3793456,2,1924,16216,-1680
3795956,2,2056,16188,-1432
3798456,2,1944,16248,-1428
3800955,2,2052,16220,-1476
3803456,2,2000,16212,-1232
