trial,t_us,phase,x_cm,y_cm,ax,ay,az,,,,,,,
4,590185,0,22.200,4.500,1660,16208,-1480,,,,,,,
4,593185,0,22.200,4.500,1676,16364,-1660,,,,,,,
4,595185,0,22.200,4.500,1776,16236,-1576,,,,,,,
4,598185,0,22.200,4.500,1812,16372,-1620,,,,,,,
4,600185,0,22.200,4.500,1680,16216,-1424,,,,,,,
4,603185,0,22.200,4.500,1588,16316,-1576,,,,,,,
4,605185,0,22.200,4.500,1668,16272,-1480,,,,,,,
4,608186,0,22.200,4.500,1512,16196,-1720,,,,,,,
4,610185,0,22.200,4.500,1572,16396,-1712,,,,,,,
4,613185,0,22.200,4.500,1544,16192,-1700,,,,,,,
4,615185,0,22.200,4.500,1556,16228,-1740,,,,,,,
4,618185,0,22.200,4.500,1548,16172,-1684,,,,,,,
4,620185,0,22.200,4.500,1468,16152,-1728,,,,,,,
4,623185,0,22.200,4.500,1512,16244,-1628,,,,,,,
4,625185,0,22.200,4.500,1588,16172,-1724,,,,,,,
4,628186,0,22.200,4.500,1540,16240,-1664,,,,,,,
4,630186,0,22.200,4.500,1528,16132,-1572,,,,,,,
4,633185,0,22.200,4.500,1528,16244,-1572,,,,,,,
4,635185,0,22.200,4.500,1552,16208,-1532,,,,,,,
4,638185,0,22.200,4.500,1524,16280,-1528,,,,,,,
4,640185,0,22.200,4.500,1576,16264,-1476,,,,,,,
4,643185,0,22.200,4.500,1576,16276,-1388,,,,,,,
4,645185,0,22.200,4.500,1632,16300,-1584,,,,,,,
4,648185,0,22.200,4.500,1616,16264,-1600,,,,,,,
4,650185,0,22.200,4.500,1392,16224,-1748,,,,,,,
4,653185,0,22.200,4.500,1476,16096,-1756,,,,,,,
4,655185,0,22.200,4.500,1536,16268,-1764,,,,,,,
4,658185,0,22.200,4.500,1500,16132,-1784,,,,,,,
4,660185,0,22.200,4.500,1576,16232,-1804,,,,,,,
4,663185,0,22.200,4.500,1616,16204,-1572,,,,,,,
4,665185,0,22.200,4.500,1616,16248,-1844,,,,,,,
4,668185,0,22.200,4.500,1736,16420,-1708,,,,,,,
4,670185,0,22.200,4.500,1620,16184,-1784,,,,,,,
4,673185,0,22.200,4.500,1700,16272,-1508,,,,,,,
4,675185,0,22.200,4.500,1576,16220,-1636,,,,,,,
4,678185,0,22.200,4.500,1672,16320,-1548,,,,,,,
4,680185,0,22.200,4.500,1560,16232,-1552,,,,,,,
4,683185,0,22.200,4.500,1400,16092,-1536,,,,,,,
4,685185,0,22.200,4.500,1524,16428,-1572,,,,,,,
4,688185,0,22.200,4.500,1508,16248,-1576,,,,,,,
4,690186,0,22.200,4.500,1680,16132,-1668,,,,,,,
4,693185,0,22.200,4.500,1528,16224,-1680,,,,,,,
4,695185,0,22.200,4.500,1496,16180,-1616,,,,,,,
4,698186,0,22.200,4.500,1548,16184,-1684,,,,,,,
4,700186,0,22.200,4.500,1556,16240,-1660,,,,,,,
4,703183,1,22.200,4.500,1608,16244,-1744,,,,,,,
4,705183,1,22.200,4.500,1492,16172,-1848,,,,,,,
4,708201,1,22.200,4.500,1460,16176,-1768,,,,,,,
4,710200,1,22.199,4.500,1528,16140,-1644,,,,,,,
4,713197,1,22.198,4.500,1540,16188,-1532,,,,,,,
4,715198,1,22.197,4.500,1432,16248,-1568,,,,,,,
4,718198,1,22.195,4.500,2212,15568,-940,,,,,,,
4,720200,1,22.194,4.500,276,17084,-2816,,,,,,,
4,723198,1,22.191,4.500,2412,14052,464,,,,,,,
4,725198,1,22.189,4.500,-616,18300,-4064,,,,,,,
4,728198,1,22.185,4.500,188,16316,-2484,,,,,,,
4,730198,1,22.182,4.500,952,16256,-1148,,,,,,,
4,733198,1,22.177,4.500,600,14988,-452,,,,,,,
4,735198,1,22.174,4.500,1312,16900,-728,,,,,,,
4,738200,1,22.168,4.500,1228,17788,-1336,,,,,,,
4,740199,1,22.164,4.500,2360,14788,1608,,,,,,,
4,743198,1,22.158,4.500,2892,16796,420,,,,,,,
4,745198,1,22.153,4.500,1304,16180,868,,,,,,,
4,748198,1,22.146,4.500,3208,17192,1392,,,,,,,
4,750208,1,22.140,4.500,960,15128,1120,,,,,,,
4,753198,1,22.131,4.500,1612,16676,1080,,,,,,,
4,755200,1,22.124,4.500,1940,16384,1640,,,,,,,
4,758208,1,22.112,4.500,784,16612,664,,,,,,,
4,760202,1,22.103,4.500,2604,15268,2544,,,,,,,
4,763204,1,22.089,4.500,1780,16360,1484,,,,,,,
4,765198,1,22.079,4.500,1588,15912,1828,,,,,,,
4,768197,1,22.062,4.500,1724,15760,1628,,,,,,,
4,770203,1,22.049,4.500,1360,16804,556,,,,,,,
4,773203,1,22.030,4.500,508,15108,2104,,,,,,,
4,775201,1,22.016,4.500,-136,16404,924,,,,,,,
4,778199,1,21.994,4.500,672,15924,1328,,,,,,,
4,780204,1,21.979,4.500,752,16532,1080,,,,,,,
4,783200,1,21.954,4.500,1376,15936,1500,,,,,,,
4,785202,1,21.937,4.500,2156,15612,1792,,,,,,,
4,788202,1,21.909,4.500,2436,16664,692,,,,,,,
4,790203,1,21.890,4.500,3640,15716,1472,,,,,,,
4,793199,1,21.861,4.500,2540,16200,964,,,,,,,
4,795198,1,21.840,4.500,2924,15000,2204,,,,,,,
4,798201,1,21.807,4.500,1660,17268,292,,,,,,,
4,800202,1,21.784,4.500,1612,15528,1948,,,,,,,
4,803197,1,21.748,4.500,1256,14952,3012,,,,,,,
4,805198,1,21.722,4.500,-156,17092,912,,,,,,,
4,808200,1,21.683,4.500,144,16052,2700,,,,,,,
4,810202,1,21.655,4.500,780,16284,2628,,,,,,,
4,813210,1,21.612,4.500,2116,17096,1396,,,,,,,
4,815197,1,21.583,4.500,1984,17080,2756,,,,,,,
4,818201,1,21.536,4.500,2100,16880,2392,,,,,,,
4,820198,1,21.505,4.500,3284,16428,2756,,,,,,,
4,823201,1,21.455,4.500,956,15884,2460,,,,,,,
4,825205,1,21.421,4.500,8,15432,1888,,,,,,,
4,828204,1,21.368,4.500,1496,15448,2748,,,,,,,
4,830213,1,21.332,4.500,1676,13828,3756,,,,,,,
4,833204,1,21.276,4.500,1164,15728,1248,,,,,,,
4,835201,1,21.237,4.500,1856,15612,2348,,,,,,,
4,838202,1,21.178,4.500,2988,15200,3736,,,,,,,
4,840212,1,21.137,4.500,4120,15956,2832,,,,,,,
4,843201,1,21.075,4.500,2792,16748,2396,,,,,,,
4,845198,1,21.032,4.500,892,16136,2832,,,,,,,
4,848203,1,20.967,4.500,1148,16432,2748,,,,,,,
4,850203,1,20.923,4.500,296,17744,2088,,,,,,,
4,853206,1,20.855,4.500,-2272,17064,2032,,,,,,,
4,855205,1,20.809,4.500,-1548,16304,1892,,,,,,,
4,858204,1,20.739,4.500,980,17012,836,,,,,,,
4,860205,1,20.692,4.500,2724,16936,988,,,,,,,
4,863203,1,20.619,4.500,2140,15708,336,,,,,,,
4,865205,1,20.570,4.500,1508,16032,-1324,,,,,,,
4,868199,1,20.496,4.500,4444,15492,-540,,,,,,,
4,870199,1,20.445,4.500,5876,15464,-764,,,,,,,
4,873200,1,20.368,4.500,1944,16568,-2616,,,,,,,
4,875200,1,20.316,4.500,-952,14160,-808,,,,,,,
4,878200,1,20.237,4.500,552,15196,-620,,,,,,,
4,880214,1,20.184,4.500,3156,16268,-96,,,,,,,
4,883199,1,20.104,4.500,1048,15944,680,,,,,,,
4,885203,1,20.050,4.500,-976,17108,-1148,,,,,,,
4,888198,1,19.969,4.500,4616,17384,480,,,,,,,
4,890200,1,19.915,4.500,4388,17312,552,,,,,,,
4,893199,1,19.834,4.500,3016,17380,568,,,,,,,
4,895198,1,19.780,4.500,-764,15836,48,,,,,,,
4,898197,1,19.699,4.500,1372,16308,-808,,,,,,,
4,900202,1,19.645,4.500,3416,16560,-476,,,,,,,
4,903211,1,19.564,4.500,1060,14340,-12,,,,,,,
4,905197,1,19.511,4.500,-1268,14584,-2220,,,,,,,
4,908198,1,19.430,4.500,1216,16216,-3372,,,,,,,
4,910201,1,19.376,4.500,2780,14572,-1304,,,,,,,
4,913206,1,19.296,4.500,3136,16032,-2788,,,,,,,
4,915195,1,19.243,4.500,2324,16632,-3524,,,,,,,
4,918203,1,19.163,4.500,2776,16080,-1348,,,,,,,
4,920201,1,19.110,4.500,3836,16148,-348,,,,,,,
4,923219,1,19.032,4.500,1768,16356,-860,,,,,,,
4,925200,1,18.981,4.500,-2284,17704,-2920,,,,,,,
4,928212,1,18.904,4.500,-1884,17380,-2884,,,,,,,
4,930217,1,18.854,4.500,2616,17552,-2436,,,,,,,
4,933201,1,18.781,4.500,3400,16192,-1720,,,,,,,
4,935201,1,18.732,4.500,-1156,16472,-3748,,,,,,,
4,938204,1,18.661,4.500,140,16740,-5516,,,,,,,
4,940200,1,18.614,4.500,4564,17100,-5304,,,,,,,
4,943201,1,18.545,4.500,3324,16132,-6012,,,,,,,
4,945199,1,18.500,4.500,-192,15380,-7244,,,,,,,
4,948201,1,18.434,4.500,800,15588,-7376,,,,,,,
4,950200,1,18.391,4.500,3452,14660,-5344,,,,,,,
4,953196,1,18.327,4.500,2516,16208,-6096,,,,,,,
4,955203,1,18.285,4.500,-620,16308,-7008,,,,,,,
4,958196,1,18.224,4.500,-580,15336,-5332,,,,,,,
4,960198,1,18.184,4.500,3576,17408,-4960,,,,,,,
4,963197,1,18.126,4.500,3872,19332,-7036,,,,,,,
4,965198,1,18.089,4.500,-388,16900,-6408,,,,,,,
4,968201,1,18.034,4.500,-860,15880,-5784,,,,,,,
4,970201,1,17.999,4.500,2536,17760,-6856,,,,,,,
4,973199,1,17.947,4.500,4156,15004,-4732,,,,,,,
4,975199,1,17.914,4.500,1164,15016,-5404,,,,,,,
4,978200,1,17.865,4.500,92,16824,-7868,,,,,,,
4,980198,1,17.834,4.500,3364,16136,-6472,,,,,,,
4,983203,1,17.789,4.500,3792,16312,-5392,,,,,,,
4,985198,1,17.761,4.500,3216,15292,-4096,,,,,,,
4,988197,1,17.719,4.500,572,16996,-6008,,,,,,,
4,990201,1,17.692,4.500,1480,16248,-4480,,,,,,,
4,993202,1,17.654,4.500,1600,16336,-3592,,,,,,,
4,995198,1,17.629,4.500,1484,16912,-3836,,,,,,,
4,998197,1,17.594,4.500,-1960,16900,-4512,,,,,,,
4,1000198,1,17.572,4.500,2172,16920,-3588,,,,,,,
4,1003202,1,17.540,4.500,3456,17488,-3784,,,,,,,
4,1005203,1,17.520,4.500,2784,16672,-3896,,,,,,,
4,1008197,1,17.492,4.500,1400,15620,-4052,,,,,,,
4,1010197,1,17.474,4.500,2304,16412,-4620,,,,,,,
4,1013200,1,17.449,4.500,3532,15296,-3848,,,,,,,
4,1015197,1,17.432,4.500,1572,16116,-6004,,,,,,,
4,1018202,1,17.409,4.500,-556,15480,-5972,,,,,,,
4,1020197,1,17.394,4.500,812,16296,-5848,,,,,,,
4,1023199,1,17.373,4.500,1584,16440,-6292,,,,,,,
4,1025201,1,17.360,4.500,832,17228,-6332,,,,,,,
4,1028197,1,17.342,4.500,-1352,15804,-4992,,,,,,,
4,1030200,1,17.330,4.500,1496,16616,-5104,,,,,,,
4,1033201,1,17.314,4.500,2736,16456,-4412,,,,,,,
4,1035198,1,17.304,4.500,4656,16764,-3120,,,,,,,
4,1038197,1,17.291,4.500,1992,17344,-5004,,,,,,,
4,1040197,1,17.282,4.500,3384,18032,-5024,,,,,,,
4,1043197,1,17.271,4.500,2556,16240,-3900,,,,,,,
4,1045198,1,17.264,4.500,3684,16020,-3412,,,,,,,
4,1048197,1,17.255,4.500,720,16468,-5200,,,,,,,
4,1050202,1,17.250,4.500,424,15336,-4200,,,,,,,
4,1053200,1,17.243,4.500,784,15928,-4484,,,,,,,
4,1055201,1,17.239,4.500,2060,16444,-5224,,,,,,,
4,1058197,1,17.234,4.500,860,15804,-4376,,,,,,,
4,1060197,1,17.230,4.500,584,15964,-4336,,,,,,,
4,1063199,1,17.225,4.500,2928,16184,-3016,,,,,,,
4,1065202,1,17.222,4.500,2212,16132,-2868,,,,,,,
4,1068197,1,17.218,4.500,1504,15352,-1632,,,,,,,
4,1070198,1,17.215,4.500,852,16476,-1960,,,,,,,
4,1073201,1,17.212,4.500,2208,16392,-1088,,,,,,,
4,1075200,1,17.210,4.500,2236,16792,-1116,,,,,,,
4,1078197,1,17.207,4.500,2200,16660,-232,,,,,,,
4,1080198,1,17.206,4.500,2120,16616,-556,,,,,,,
4,1083199,1,17.204,4.500,3004,16196,56,,,,,,,
4,1085200,1,17.202,4.500,2252,16440,-1024,,,,,,,
4,1088197,1,17.201,4.500,136,18812,-3560,,,,,,,
4,1090199,1,17.201,4.500,1704,13392,1184,,,,,,,
4,1093202,1,17.200,4.500,2612,16520,-1520,,,,,,,
4,1095202,1,17.200,4.500,484,14972,-1244,,,,,,,
4,1098203,1,17.200,4.500,2788,15684,-808,,,,,,,
4,1100201,1,17.200,4.500,1064,15616,-2712,,,,,,,
4,1103198,1,17.200,4.500,2696,14332,-868,,,,,,,
4,1105198,1,17.200,4.500,1368,17428,-2844,,,,,,,
4,1108200,1,17.200,4.500,1944,14968,-1580,,,,,,,
4,1110199,1,17.200,4.500,2928,17936,-2752,,,,,,,
4,1113201,1,17.200,4.500,2264,15504,-1320,,,,,,,
4,1115200,1,17.200,4.500,1348,17024,-2664,,,,,,,
4,1118202,1,17.200,4.500,164,16876,-3028,,,,,,,
4,1120201,1,17.200,4.500,2168,16404,-2148,,,,,,,
4,1123201,1,17.200,4.500,760,16380,-2880,,,,,,,
4,1125201,1,17.200,4.500,2052,15956,-1668,,,,,,,
4,1128201,1,17.200,4.500,1068,16176,-2308,,,,,,,
4,1130201,1,17.200,4.500,1524,15252,-1328,,,,,,,
4,1133201,1,17.200,4.500,1600,15692,-1560,,,,,,,
4,1135201,1,17.200,4.500,2208,16148,-1308,,,,,,,
4,1138201,1,17.200,4.500,1792,16240,-1032,,,,,,,
4,1140201,1,17.200,4.500,1992,16244,-792,,,,,,,
4,1143201,1,17.200,4.500,1944,15976,-212,,,,,,,
4,1145201,1,17.200,4.500,2276,16920,-476,,,,,,,
4,1148201,1,17.200,4.500,1848,16360,-256,,,,,,,
4,1150201,1,17.200,4.500,1424,16588,-744,,,,,,,
4,1153201,1,17.200,4.500,1360,16668,-1056,,,,,,,
4,1155201,1,17.200,4.500,1284,16616,-1440,,,,,,,
4,1158201,1,17.200,4.500,1004,16256,-1864,,,,,,,
4,1160201,1,17.200,4.500,916,15944,-2176,,,,,,,
4,1163201,1,17.200,4.500,808,16092,-2664,,,,,,,
4,1165201,1,17.200,4.500,1272,15596,-2488,,,,,,,
4,1168201,1,17.200,4.500,1308,15660,-2988,,,,,,,
4,1170201,1,17.200,4.500,1332,15924,-3204,,,,,,,
4,1173201,1,17.200,4.500,1944,15836,-2432,,,,,,,
4,1175201,1,17.200,4.500,2288,16024,-2320,,,,,,,
4,1178201,1,17.200,4.500,1948,16208,-1808,,,,,,,
4,1180201,1,17.200,4.500,2152,16440,-1512,,,,,,,
4,1183201,1,17.200,4.500,2124,16620,-1168,,,,,,,
4,1185201,1,17.200,4.500,2188,16776,-1092,,,,,,,
4,1188201,1,17.200,4.500,1564,16808,-520,,,,,,,
4,1190201,1,17.200,4.500,1376,16800,-460,,,,,,,
4,1193201,1,17.200,4.500,1216,16716,-644,,,,,,,
4,1195201,1,17.200,4.500,1252,16352,-564,,,,,,,
4,1198201,1,17.200,4.500,1200,16428,-1000,,,,,,,
4,1200201,1,17.200,4.500,1260,16296,-1368,,,,,,,
4,1203201,1,17.200,4.500,1736,16016,-1688,,,,,,,
4,1205201,1,17.200,4.500,1944,15956,-1784,,,,,,,
4,1208201,1,17.200,4.500,1916,15768,-1956,,,,,,,
4,1210201,1,17.200,4.500,1748,15772,-2156,,,,,,,
4,1213201,1,17.200,4.500,1916,15644,-2216,,,,,,,
4,1215201,1,17.200,4.500,1916,15948,-2296,,,,,,,
4,1218201,1,17.200,4.500,1412,16024,-2196,,,,,,,
4,1220201,1,17.200,4.500,1044,16104,-2364,,,,,,,
4,1223201,1,17.200,4.500,916,16336,-2344,,,,,,,
4,1225201,1,17.200,4.500,972,16428,-1988,,,,,,,
4,1228201,1,17.200,4.500,868,16400,-1816,,,,,,,
4,1230201,1,17.200,4.500,808,16496,-1512,,,,,,,
4,1233201,1,17.200,4.500,1364,16348,-1436,,,,,,,
4,1235201,1,17.200,4.500,1760,16532,-1460,,,,,,,
4,1238201,1,17.200,4.500,1924,16308,-1136,,,,,,,
4,1240201,1,17.200,4.500,2104,16236,-1268,,,,,,,
4,1243201,1,17.200,4.500,2412,16236,-1048,,,,,,,
4,1245201,1,17.200,4.500,2540,16044,-960,,,,,,,
4,1248185,2,17.200,4.500,2436,16120,-1020,,,,,,,
4,1250185,2,17.200,4.500,2264,16256,-1212,,,,,,,
4,1253185,2,17.200,4.500,2036,16332,-1528,,,,,,,
4,1255185,2,17.200,4.500,1808,16396,-1520,,,,,,,
4,1258185,2,17.200,4.500,1352,16424,-1648,,,,,,,
4,1260185,2,17.200,4.500,1000,16416,-1728,,,,,,,
4,1263185,2,17.200,4.500,848,16296,-1968,,,,,,,
4,1265185,2,17.200,4.500,924,16348,-2004,,,,,,,
4,1268185,2,17.200,4.500,908,16040,-2140,,,,,,,
4,1270185,2,17.200,4.500,924,15984,-2348,,,,,,,
4,1273185,2,17.200,4.500,1276,16028,-2224,,,,,,,
4,1275185,2,17.200,4.500,1684,15984,-2372,,,,,,,
4,1278185,2,17.200,4.500,1924,15896,-1812,,,,,,,
4,1280186,2,17.200,4.500,1916,15952,-1740,,,,,,,
4,1283185,2,17.200,4.500,2140,16132,-1652,,,,,,,
4,1285185,2,17.200,4.500,2140,16136,-1528,,,,,,,
4,1288186,2,17.200,4.500,1916,16256,-1268,,,,,,,
4,1290185,2,17.200,4.500,1556,16528,-980,,,,,,,
4,1293185,2,17.200,4.500,1368,16464,-1064,,,,,,,
4,1295186,2,17.200,4.500,1400,16512,-1076,,,,,,,
4,1298185,2,17.200,4.500,1236,16360,-996,,,,,,,
4,1300185,2,17.200,4.500,1084,16432,-1184,,,,,,,
4,1303185,2,17.200,4.500,1280,16480,-1392,,,,,,,
4,1305185,2,17.200,4.500,1636,16428,-1444,,,,,,,
4,1308185,2,17.200,4.500,1804,16096,-1696,,,,,,,
4,1310185,2,17.200,4.500,1864,16192,-1908,,,,,,,
4,1313185,2,17.200,4.500,2032,16004,-2164,,,,,,,
4,1315185,2,17.200,4.500,2076,15976,-2036,,,,,,,
4,1318186,2,17.200,4.500,2024,16000,-2144,,,,,,,
4,1320185,2,17.200,4.500,1796,16032,-2280,,,,,,,
4,1323185,2,17.200,4.500,1668,16196,-2124,,,,,,,
4,1325185,2,17.200,4.500,1720,16024,-1816,,,,,,,
4,1328185,2,17.200,4.500,1448,16180,-1536,,,,,,,
4,1330185,2,17.200,4.500,1360,16400,-1540,,,,,,,
4,1333185,2,17.200,4.500,1156,16488,-1580,,,,,,,
4,1335186,2,17.200,4.500,1476,16492,-1360,,,,,,,
4,1338185,2,17.200,4.500,1460,16464,-1416,,,,,,,
4,1340186,2,17.200,4.500,1424,16428,-1272,,,,,,,
4,1343185,2,17.200,4.500,1520,16356,-1396,,,,,,,
4,1345185,2,17.200,4.500,1692,16136,-1248,,,,,,,
4,1348185,2,17.200,4.500,1636,16072,-1600,,,,,,,
4,1350185,2,17.200,4.500,1876,16044,-1664,,,,,,,
4,1353185,2,17.200,4.500,1836,15972,-1764,,,,,,,
4,1355185,2,17.200,4.500,1848,16040,-1736,,,,,,,
4,1358185,2,17.200,4.500,1772,15980,-1812,,,,,,,
4,1360185,2,17.200,4.500,1664,16044,-1632,,,,,,,
4,1363185,2,17.200,4.500,1396,16132,-1776,,,,,,,
4,1365185,2,17.200,4.500,1408,16196,-1752,,,,,,,
4,1368185,2,17.200,4.500,1404,16416,-1892,,,,,,,
4,1370185,2,17.200,4.500,1468,16508,-1752,,,,,,,
4,1373185,2,17.200,4.500,1448,16500,-1672,,,,,,,
4,1375185,2,17.200,4.500,1540,16472,-1616,,,,,,,
4,1378185,2,17.200,4.500,1800,16336,-1544,,,,,,,
4,1380185,2,17.200,4.500,1832,16444,-1752,,,,,,,
4,1383185,2,17.200,4.500,1780,16340,-1772,,,,,,,
4,1385185,2,17.200,4.500,1948,16088,-1808,,,,,,,
4,1388185,2,17.200,4.500,1884,16160,-1676,,,,,,,
4,1390185,2,17.200,4.500,1732,15984,-1784,,,,,,,
4,1393185,2,17.200,4.500,1628,15984,-1676,,,,,,,
4,1395185,2,17.200,4.500,1520,15864,-1568,,,,,,,
4,1398185,2,17.200,4.500,1504,15956,-1396,,,,,,,
4,1400185,2,17.200,4.500,1496,16096,-1472,,,,,,,
4,1403185,2,17.200,4.500,1472,16356,-1388,,,,,,,
4,1405185,2,17.200,4.500,1676,16276,-1352,,,,,,,
4,1408185,2,17.200,4.500,1604,16464,-1168,,,,,,,
4,1410185,2,17.200,4.500,1524,16320,-1216,,,,,,,
4,1413186,2,17.200,4.500,1496,16380,-1352,,,,,,,
4,1415185,2,17.200,4.500,1596,16404,-1328,,,,,,,
4,1418185,2,17.200,4.500,1412,16312,-1848,,,,,,,
4,1420185,2,17.200,4.500,1360,16348,-1776,,,,,,,
4,1423185,2,17.200,4.500,1592,16172,-1844,,,,,,,
4,1425185,2,17.200,4.500,1680,16012,-1936,,,,,,,
4,1428185,2,17.200,4.500,1728,16088,-2032,,,,,,,
4,1430185,2,17.200,4.500,1672,16092,-2124,,,,,,,
4,1433186,2,17.200,4.500,1684,16044,-1920,,,,,,,
4,1435185,2,17.200,4.500,1700,16056,-2060,,,,,,,
4,1438185,2,17.200,4.500,1804,16296,-1784,,,,,,,
4,1440185,2,17.200,4.500,1732,16196,-1504,,,,,,,
4,1443185,2,17.200,4.500,1652,16312,-1404,,,,,,,
4,1445185,2,17.200,4.500,1644,16432,-1168,,,,,,,
4,1448185,2,17.200,4.500,1524,16368,-1320,,,,,,,
4,1450185,2,17.200,4.500,1520,16404,-1252,,,,,,,
4,1453185,2,17.200,4.500,1672,16444,-1160,,,,,,,
4,1455185,2,17.200,4.500,1576,16452,-1152,,,,,,,
4,1458185,2,17.200,4.500,1584,16260,-1336,,,,,,,
4,1460186,2,17.200,4.500,1624,16276,-1588,,,,,,,
4,1463186,2,17.200,4.500,1612,16132,-1468,,,,,,,
4,1465185,2,17.200,4.500,1548,16044,-1852,,,,,,,
4,1468185,2,17.200,4.500,1588,16096,-1952,,,,,,,
4,1470186,2,17.200,4.500,1580,15924,-1840,,,,,,,
4,1473186,2,17.200,4.500,1736,15992,-2132,,,,,,,
4,1475185,2,17.200,4.500,1672,16076,-1868,,,,,,,
4,1478185,2,17.200,4.500,1552,16096,-1780,,,,,,,
4,1480185,2,17.200,4.500,1408,16288,-1780,,,,,,,
4,1483185,2,17.200,4.500,1444,16388,-1904,,,,,,,
4,1485185,2,17.200,4.500,1380,16396,-1828,,,,,,,
4,1488185,2,17.200,4.500,1252,16316,-1692,,,,,,,
4,1490185,2,17.200,4.500,1304,16280,-1716,,,,,,,
4,1493185,2,17.200,4.500,1412,16240,-1456,,,,,,,
4,1495186,2,17.200,4.500,1468,16248,-1372,,,,,,,
4,1498185,2,17.200,4.500,1704,16236,-1552,,,,,,,
4,1500186,2,17.200,4.500,1764,16332,-1564,,,,,,,
4,1503185,2,17.200,4.500,1992,16152,-1400,,,,,,,
4,1505186,2,17.200,4.500,2032,16208,-1500,,,,,,,
4,1508185,2,17.200,4.500,2140,16152,-1448,,,,,,,
4,1510185,2,17.200,4.500,1964,16140,-1544,,,,,,,
4,1513186,2,17.200,4.500,1828,16304,-1528,,,,,,,
4,1515185,2,17.200,4.500,1648,16296,-1436,,,,,,,
4,1518185,2,17.200,4.500,1404,16276,-1728,,,,,,,
4,1520185,2,17.200,4.500,1272,16452,-1856,,,,,,,
4,1523185,2,17.200,4.500,1236,16392,-1728,,,,,,,
4,1525186,2,17.200,4.500,1248,16224,-1900,,,,,,,
4,1528185,2,17.200,4.500,1376,16228,-1876,,,,,,,
4,1530185,2,17.200,4.500,1384,16156,-1744,,,,,,,
4,1533185,2,17.200,4.500,1496,16128,-1940,,,,,,,
4,1535185,2,17.200,4.500,1620,15976,-1820,,,,,,,
4,1538185,2,17.200,4.500,1736,15960,-1880,,,,,,,
4,1540185,2,17.200,4.500,1680,16076,-1776,,,,,,,
4,1543185,2,17.200,4.500,1676,16048,-1548,,,,,,,
4,1545186,2,17.200,4.500,1804,16116,-1552,,,,,,,
4,1548186,2,17.200,4.500,1540,16316,-1316,,,,,,,
4,1550185,2,17.200,4.500,1612,16340,-1380,,,,,,,
4,1553185,2,17.200,4.500,1576,16404,-1264,,,,,,,
4,1555185,2,17.200,4.500,1624,16388,-1144,,,,,,,
4,1558185,2,17.200,4.500,1612,16492,-1356,,,,,,,
4,1560185,2,17.200,4.500,1432,16392,-1216,,,,,,,
4,1563185,2,17.200,4.500,1480,16444,-1476,,,,,,,
4,1565185,2,17.200,4.500,1536,16340,-1624,,,,,,,
4,1568185,2,17.200,4.500,1564,16160,-1780,,,,,,,
4,1570185,2,17.200,4.500,1608,16192,-1788,,,,,,,
4,1573186,2,17.200,4.500,1692,16028,-2076,,,,,,,
4,1575185,2,17.200,4.500,1696,16036,-2144,,,,,,,
4,1578185,2,17.200,4.500,1724,16056,-2072,,,,,,,
4,1580185,2,17.200,4.500,1764,16064,-2012,,,,,,,
4,1583185,2,17.200,4.500,1704,16232,-1856,,,,,,,
4,1585185,2,17.200,4.500,1600,16120,-1864,,,,,,,
4,1588185,2,17.200,4.500,1424,16352,-1660,,,,,,,
4,1590185,2,17.200,4.500,1376,16268,-1536,,,,,,,
4,1593185,2,17.200,4.500,1312,16404,-1352,,,,,,,
4,1595185,2,17.200,4.500,1352,16460,-1212,,,,,,,
4,1598185,2,17.200,4.500,1460,16488,-1212,,,,,,,
4,1600186,2,17.200,4.500,1464,16444,-1352,,,,,,,
4,1603186,2,17.200,4.500,1704,16316,-1100,,,,,,,
4,1605185,2,17.200,4.500,1768,16244,-1372,,,,,,,
4,1608185,2,17.200,4.500,1940,16092,-1564,,,,,,,
4,1610185,2,17.200,4.500,2008,16072,-1552,,,,,,,
4,1613185,2,17.200,4.500,1868,15964,-1676,,,,,,,
4,1615185,2,17.200,4.500,1784,16136,-1800,,,,,,,
4,1618185,2,17.200,4.500,1560,16020,-2016,,,,,,,
4,1620186,2,17.200,4.500,1488,16076,-1980,,,,,,,
4,1623185,2,17.200,4.500,1384,16228,-1848,,,,,,,
4,1625186,2,17.200,4.500,1344,16164,-1892,,,,,,,
4,1628186,2,17.200,4.500,1272,16292,-1856,,,,,,,
4,1630185,2,17.200,4.500,1468,16360,-1664,,,,,,,
4,1633185,2,17.200,4.500,1520,16352,-1704,,,,,,,
4,1635185,2,17.200,4.500,1532,16364,-1544,,,,,,,
4,1638185,2,17.200,4.500,1656,16392,-1540,,,,,,,
4,1640185,2,17.200,4.500,1668,16344,-1568,,,,,,,
4,1643185,2,17.200,4.500,1804,16176,-1676,,,,,,,
4,1645185,2,17.200,4.500,1676,16168,-1336,,,,,,,
4,1648185,2,17.200,4.500,1840,16192,-1480,,,,,,,
4,1650185,2,17.200,4.500,1756,16160,-1344,,,,,,,
4,1653185,2,17.200,4.500,1700,16068,-1520,,,,,,,
4,1655186,2,17.200,4.500,1636,16180,-1480,,,,,,,
4,1658186,2,17.200,4.500,1512,16252,-1476,,,,,,,
4,1660185,2,17.200,4.500,1560,16232,-1460,,,,,,,
4,1663185,2,17.200,4.500,1524,16228,-1576,,,,,,,
4,1665185,2,17.200,4.500,1432,16328,-1588,,,,,,,
4,1668185,2,17.200,4.500,1412,16340,-1664,,,,,,,
