trial,t_us,phase,x_cm,y_cm,ax,ay,az,,,,,,,
2,352188,0,22.200,4.500,1568,16388,-1576,,,,,,,
2,355188,0,22.200,4.500,1520,16312,-1660,,,,,,,
2,357188,0,22.200,4.500,1536,16180,-1612,,,,,,,
2,360188,0,22.200,4.500,1512,16328,-1668,,,,,,,
2,362188,0,22.200,4.500,1492,16348,-1608,,,,,,,
2,365188,0,22.200,4.500,1392,16272,-1520,,,,,,,
2,367188,0,22.200,4.500,1536,16204,-1712,,,,,,,
2,370188,0,22.200,4.500,1644,16160,-1536,,,,,,,
2,372188,0,22.200,4.500,1648,16144,-1576,,,,,,,
2,375188,0,22.200,4.500,1596,16356,-1536,,,,,,,
2,377188,0,22.200,4.500,1492,16104,-1612,,,,,,,
2,380188,0,22.200,4.500,1600,16120,-1668,,,,,,,
2,382188,0,22.200,4.500,1560,16252,-1436,,,,,,,
2,385188,0,22.200,4.500,1420,16348,-1744,,,,,,,
2,387188,0,22.200,4.500,1624,16180,-1512,,,,,,,
2,390188,0,22.200,4.500,1352,16092,-1576,,,,,,,
2,392188,0,22.200,4.500,1572,16404,-1528,,,,,,,
2,395188,0,22.200,4.500,1484,16256,-1548,,,,,,,
2,397188,0,22.200,4.500,1368,16216,-1700,,,,,,,
2,400188,0,22.200,4.500,1492,16164,-1584,,,,,,,
2,402188,0,22.200,4.500,1624,16280,-1804,,,,,,,
2,405188,0,22.200,4.500,1568,16336,-1648,,,,,,,
2,407188,0,22.200,4.500,1656,16108,-1544,,,,,,,
2,410188,0,22.200,4.500,1556,16132,-1580,,,,,,,
2,412188,0,22.200,4.500,1796,16300,-1636,,,,,,,
2,415188,0,22.200,4.500,1716,16220,-1528,,,,,,,
2,417188,0,22.200,4.500,1600,16276,-1528,,,,,,,
2,420188,0,22.200,4.500,1692,16232,-1664,,,,,,,
2,422188,0,22.200,4.500,1408,16348,-1644,,,,,,,
2,425188,0,22.200,4.500,1484,16224,-1572,,,,,,,
2,427188,0,22.200,4.500,1444,16232,-1676,,,,,,,
2,430188,0,22.200,4.500,1612,16172,-1616,,,,,,,
2,432188,0,22.200,4.500,1472,16216,-1532,,,,,,,
2,435188,0,22.200,4.500,1532,16244,-1716,,,,,,,
2,437188,0,22.200,4.500,1640,16304,-1756,,,,,,,
2,440188,0,22.200,4.500,1600,16252,-1700,,,,,,,
2,442188,0,22.200,4.500,1568,16264,-1564,,,,,,,
2,445188,0,22.200,4.500,1604,16336,-1744,,,,,,,
2,447188,0,22.200,4.500,1712,16212,-1612,,,,,,,
2,450188,0,22.200,4.500,1512,16156,-1616,,,,,,,
2,452188,0,22.200,4.500,1436,16244,-1648,,,,,,,
2,455188,0,22.200,4.500,1512,16292,-1736,,,,,,,
2,457188,0,22.200,4.500,1500,16124,-1656,,,,,,,
2,460188,0,22.200,4.500,1512,16164,-1664,,,,,,,
2,462188,0,22.200,4.500,1560,16332,-1624,,,,,,,
2,465188,0,22.200,4.500,1628,16304,-1820,,,,,,,
2,467188,0,22.200,4.500,1576,16276,-1476,,,,,,,
2,470188,0,22.200,4.500,1700,16172,-1468,,,,,,,
2,472188,0,22.200,4.500,1672,16284,-1612,,,,,,,
2,475188,0,22.200,4.500,1772,16176,-1504,,,,,,,
2,477188,0,22.200,4.500,1624,16108,-1608,,,,,,,
2,480188,0,22.200,4.500,1704,16296,-1496,,,,,,,
2,482188,0,22.200,4.500,1508,16280,-1628,,,,,,,
2,485188,0,22.200,4.500,1584,16212,-1640,,,,,,,
2,487188,0,22.200,4.500,1504,16248,-1588,,,,,,,
2,490188,0,22.200,4.500,1464,16256,-1596,,,,,,,
2,492188,0,22.200,4.500,1456,16300,-1912,,,,,,,
2,495188,0,22.200,4.500,1388,16212,-1504,,,,,,,
2,497188,0,22.200,4.500,1600,16248,-1660,,,,,,,
2,500188,0,22.200,4.500,1584,16292,-1468,,,,,,,
2,502188,0,22.200,4.500,1584,16392,-1692,,,,,,,
2,505188,0,22.200,4.500,1504,16208,-1604,,,,,,,
2,507188,0,22.200,4.500,1504,16184,-1652,,,,,,,
2,510188,0,22.200,4.500,1540,16240,-1696,,,,,,,
2,512188,0,22.200,4.500,1588,16204,-1628,,,,,,,
2,515188,0,22.200,4.500,1480,16284,-1644,,,,,,,
2,517188,0,22.200,4.500,1624,16196,-1504,,,,,,,
2,520188,0,22.200,4.500,1552,16316,-1672,,,,,,,
2,522188,0,22.200,4.500,1548,16240,-1444,,,,,,,
2,525188,0,22.200,4.500,1464,16264,-1640,,,,,,,
2,527188,0,22.200,4.500,1548,16208,-1672,,,,,,,
2,530188,0,22.200,4.500,1352,16216,-1696,,,,,,,
2,532188,0,22.200,4.500,1644,16220,-1652,,,,,,,
2,535188,0,22.200,4.500,1576,16256,-1492,,,,,,,
2,537188,0,22.200,4.500,1592,16020,-1584,,,,,,,
2,540188,0,22.200,4.500,1656,16220,-1472,,,,,,,
2,542188,0,22.200,4.500,1696,16152,-1664,,,,,,,
2,545188,0,22.200,4.500,1712,16316,-1752,,,,,,,
2,547188,0,22.200,4.500,1496,16052,-1636,,,,,,,
2,550188,0,22.200,4.500,1580,16248,-1688,,,,,,,
2,552188,0,22.200,4.500,1500,16260,-1596,,,,,,,
2,555188,0,22.200,4.500,1504,16204,-1608,,,,,,,
2,557188,0,22.200,4.500,1460,16248,-1532,,,,,,,
2,560188,0,22.200,4.500,1468,16256,-1620,,,,,,,
2,562188,0,22.200,4.500,1668,16220,-1668,,,,,,,
2,565188,0,22.200,4.500,1616,16300,-1576,,,,,,,
2,567188,0,22.200,4.500,1456,16120,-1728,,,,,,,
2,570188,0,22.200,4.500,1660,16116,-1400,,,,,,,
2,572188,0,22.200,4.500,1616,16284,-1472,,,,,,,
2,575188,0,22.200,4.500,1552,16196,-1644,,,,,,,
2,577188,0,22.200,4.500,1660,16204,-1812,,,,,,,
2,580188,0,22.200,4.500,1664,16224,-1524,,,,,,,
2,582188,0,22.200,4.500,1584,16268,-1588,,,,,,,
2,585188,0,22.200,4.500,1568,16328,-1580,,,,,,,
2,587188,0,22.200,4.500,1528,16224,-1708,,,,,,,
2,590188,0,22.200,4.500,1544,16192,-1612,,,,,,,
2,592188,0,22.200,4.500,1520,16260,-1728,,,,,,,
2,595188,0,22.200,4.500,1600,16284,-1620,,,,,,,
2,597188,0,22.200,4.500,1468,16172,-1716,,,,,,,
2,600188,0,22.200,4.500,1408,16244,-1724,,,,,,,
2,602188,0,22.200,4.500,1612,16212,-1584,,,,,,,
2,605188,0,22.200,4.500,1600,16196,-1708,,,,,,,
2,607188,0,22.200,4.500,1676,16160,-1620,,,,,,,
2,610188,0,22.200,4.500,1640,16112,-1628,,,,,,,
2,612188,0,22.200,4.500,1620,16276,-1748,,,,,,,
2,615188,0,22.200,4.500,1560,16252,-1680,,,,,,,
2,617188,0,22.200,4.500,1616,16148,-1640,,,,,,,
2,620188,0,22.200,4.500,1520,16212,-1556,,,,,,,
2,622188,0,22.200,4.500,1428,16336,-1608,,,,,,,
2,625188,0,22.200,4.500,1368,16204,-1656,,,,,,,
2,627188,0,22.200,4.500,1508,16236,-1700,,,,,,,
2,630188,0,22.200,4.500,1564,16288,-1724,,,,,,,
2,632188,0,22.200,4.500,1480,16252,-1648,,,,,,,
2,635188,0,22.200,4.500,1648,16408,-1696,,,,,,,
2,637188,0,22.200,4.500,1572,16068,-1528,,,,,,,
2,640188,0,22.200,4.500,1500,16136,-1568,,,,,,,
2,642188,0,22.200,4.500,1700,16368,-1648,,,,,,,
2,645188,0,22.200,4.500,1516,16056,-1768,,,,,,,
2,647188,0,22.200,4.500,1644,16232,-1600,,,,,,,
2,650188,0,22.200,4.500,1588,16204,-1504,,,,,,,
2,652188,0,22.200,4.500,1584,16268,-1804,,,,,,,
2,655188,0,22.200,4.500,1624,16272,-1604,,,,,,,
2,657188,0,22.200,4.500,1484,16140,-1492,,,,,,,
2,660188,0,22.200,4.500,1676,16340,-1616,,,,,,,
2,662188,0,22.200,4.500,1560,16324,-1592,,,,,,,
2,665188,0,22.200,4.500,1544,16308,-1464,,,,,,,
2,667188,0,22.200,4.500,1648,16312,-1476,,,,,,,
2,670188,0,22.200,4.500,1624,16240,-1624,,,,,,,
2,672188,0,22.200,4.500,1612,16300,-1568,,,,,,,
2,675188,0,22.200,4.500,1564,16236,-1628,,,,,,,
2,677188,0,22.200,4.500,1576,16216,-1700,,,,,,,
2,680188,0,22.200,4.500,1624,16120,-1664,,,,,,,
2,682188,0,22.200,4.500,1524,16224,-1640,,,,,,,
2,685188,0,22.200,4.500,1412,16120,-1668,,,,,,,
2,687188,0,22.200,4.500,1540,16196,-1616,,,,,,,
2,690188,0,22.200,4.500,1464,16296,-1672,,,,,,,
2,692188,0,22.200,4.500,1612,16264,-1800,,,,,,,
2,695188,0,22.200,4.500,1496,16272,-1672,,,,,,,
2,697188,0,22.200,4.500,1500,16228,-1668,,,,,,,
2,700188,0,22.200,4.500,1480,16228,-1600,,,,,,,
2,702186,1,22.200,4.500,1592,16180,-1656,,,,,,,
2,705186,1,22.200,4.500,1580,16128,-1560,,,,,,,
2,707209,1,22.200,4.500,1640,16276,-1820,,,,,,,
2,710208,1,22.199,4.500,1520,16204,-1616,,,,,,,
2,712204,1,22.199,4.500,1704,16268,-1544,,,,,,,
2,715200,1,22.197,4.500,1668,16180,-1560,,,,,,,
2,717200,1,22.196,4.500,1432,16684,-1824,,,,,,,
2,720200,1,22.194,4.500,760,16160,-1804,,,,,,,
2,722201,1,22.192,4.500,2036,17128,-1908,,,,,,,
2,725201,1,22.189,4.500,-1044,17588,-3272,,,,,,,
2,727201,1,22.186,4.500,4380,15200,588,,,,,,,
2,730204,1,22.182,4.500,-272,17048,-2100,,,,,,,
2,732203,1,22.179,4.500,1096,15396,-812,,,,,,,
2,735201,1,22.174,4.500,872,15980,-120,,,,,,,
2,737201,1,22.170,4.500,2212,16012,624,,,,,,,
2,740200,1,22.164,4.500,1780,14436,1668,,,,,,,
2,742201,1,22.160,4.500,2352,17004,356,,,,,,,
2,745201,1,22.153,4.500,1696,16144,752,,,,,,,
2,747201,1,22.148,4.500,2212,16644,1004,,,,,,,
2,750202,1,22.140,4.500,1760,15404,1476,,,,,,,
2,752199,1,22.134,4.500,1592,16780,872,,,,,,,
2,755206,1,22.124,4.500,1888,15684,1992,,,,,,,
2,757200,1,22.116,4.500,660,16740,192,,,,,,,
2,760207,1,22.103,4.500,1732,15020,1840,,,,,,,
2,762205,1,22.094,4.500,1404,16152,1036,,,,,,,
2,765210,1,22.079,4.500,1028,15400,960,,,,,,,
2,767203,1,22.067,4.500,1060,16968,652,,,,,,,
2,770208,1,22.049,4.500,1636,15712,1532,,,,,,,
2,772206,1,22.037,4.500,1100,16652,816,,,,,,,
2,775205,1,22.016,4.500,524,16304,1376,,,,,,,
2,777204,1,22.002,4.500,268,16348,1364,,,,,,,
2,780206,1,21.979,4.500,980,16448,1312,,,,,,,
2,782207,1,21.962,4.500,1124,15912,1996,,,,,,,
2,785204,1,21.937,4.500,2144,16428,2532,,,,,,,
2,787208,1,21.919,4.500,1384,15780,2204,,,,,,,
2,790206,1,21.890,4.500,2904,15504,2512,,,,,,,
2,792205,1,21.871,4.500,2264,17332,1136,,,,,,,
2,795203,1,21.840,4.500,2280,15684,2096,,,,,,,
2,797218,1,21.818,4.500,1316,17576,540,,,,,,,
2,800204,1,21.784,4.500,828,16980,1012,,,,,,,
2,802203,1,21.760,4.500,1480,14656,3416,,,,,,,
2,805204,1,21.722,4.500,220,18024,-704,,,,,,,
2,807205,1,21.696,4.500,592,15528,1932,,,,,,,
2,810204,1,21.655,4.500,1480,15816,2660,,,,,,,
2,812199,1,21.627,4.500,248,15692,760,,,,,,,
2,815204,1,21.583,4.500,1552,15780,1952,,,,,,,
2,817199,1,21.552,4.500,1200,15904,1960,,,,,,,
2,820203,1,21.505,4.500,2720,14876,2716,,,,,,,
2,822200,1,21.472,4.500,2916,17024,2020,,,,,,,
2,825200,1,21.421,4.500,2940,15556,3260,,,,,,,
2,827200,1,21.386,4.500,956,16808,1988,,,,,,,
2,830216,1,21.332,4.500,1724,15804,2956,,,,,,,
2,832202,1,21.295,4.500,1168,17100,2444,,,,,,,
2,835203,1,21.237,4.500,2276,15828,4420,,,,,,,
2,837199,1,21.198,4.500,52,16232,2800,,,,,,,
2,840217,1,21.137,4.500,1700,15916,3220,,,,,,,
2,842201,1,21.096,4.500,232,16384,1956,,,,,,,
2,845206,1,21.032,4.500,2368,16448,1368,,,,,,,
2,847204,1,20.989,4.500,1220,16288,1388,,,,,,,
2,850205,1,20.923,4.500,700,15372,2088,,,,,,,
2,852201,1,20.878,4.500,760,14728,1780,,,,,,,
2,855202,1,20.809,4.500,2140,18132,4,,,,,,,
2,857201,1,20.763,4.500,944,15176,2344,,,,,,,
2,860215,1,20.692,4.500,3072,16732,1092,,,,,,,
2,862204,1,20.644,4.500,1736,17592,-552,,,,,,,
2,865203,1,20.571,4.500,976,15696,552,,,,,,,
2,867208,1,20.521,4.500,1084,16164,-492,,,,,,,
2,870205,1,20.445,4.500,1684,16764,-1500,,,,,,,
2,872206,1,20.394,4.500,1608,15588,-204,,,,,,,
2,875212,1,20.316,4.500,912,14516,-188,,,,,,,
2,877199,1,20.264,4.500,1020,18148,-3052,,,,,,,
2,880214,1,20.184,4.500,376,14820,376,,,,,,,
2,882199,1,20.131,4.500,288,15316,-160,,,,,,,
2,885207,1,20.050,4.500,2072,17200,-1836,,,,,,,
2,887199,1,19.996,4.500,2624,16952,-556,,,,,,,
2,890205,1,19.915,4.500,1024,16228,-380,,,,,,,
2,892199,1,19.861,4.500,2852,17592,-1588,,,,,,,
2,895200,1,19.780,4.500,2616,14760,1760,,,,,,,
2,897203,1,19.726,4.500,3044,15032,1412,,,,,,,
2,900202,1,19.645,4.500,2100,17336,-1396,,,,,,,
2,902212,1,19.591,4.500,-532,14728,612,,,,,,,
2,905201,1,19.511,4.500,2452,17080,-1904,,,,,,,
2,907214,1,19.457,4.500,3492,19212,-3776,,,,,,,
2,910204,1,19.376,4.500,412,15736,-508,,,,,,,
2,912204,1,19.323,4.500,456,13872,556,,,,,,,
2,915201,1,19.243,4.500,1704,17412,-3400,,,,,,,
2,917215,1,19.189,4.500,2332,16396,-1892,,,,,,,
2,920200,1,19.110,4.500,-88,13848,-672,,,,,,,
2,922200,1,19.058,4.500,-1256,16712,-4036,,,,,,,
2,925201,1,18.981,4.500,724,16940,-3756,,,,,,,
2,927199,1,18.930,4.500,3776,15760,-1236,,,,,,,
2,930204,1,18.854,4.500,3912,16420,-3032,,,,,,,
2,932199,1,18.805,4.500,1148,17596,-4892,,,,,,,
2,935215,1,18.732,4.500,-728,16368,-4140,,,,,,,
2,937200,1,18.684,4.500,2288,17072,-4588,,,,,,,
2,940203,1,18.614,4.500,2356,16340,-4472,,,,,,,
2,942201,1,18.568,4.500,1692,15256,-4228,,,,,,,
2,945201,1,18.500,4.500,1748,16628,-5772,,,,,,,
2,947201,1,18.456,4.500,2200,18328,-6984,,,,,,,
2,950203,1,18.391,4.500,2932,15156,-3748,,,,,,,
2,952205,1,18.348,4.500,1872,16232,-5444,,,,,,,
2,955204,1,18.285,4.500,-120,17868,-8080,,,,,,,
2,957203,1,18.244,4.500,-20,15408,-5592,,,,,,,
2,960203,1,18.184,4.500,1884,16516,-6956,,,,,,,
2,962204,1,18.146,4.500,2256,17980,-8640,,,,,,,
2,965202,1,18.089,4.500,300,14640,-5376,,,,,,,
2,967201,1,18.052,4.500,1280,16180,-6320,,,,,,,
2,970203,1,17.998,4.500,4504,18572,-7744,,,,,,,
2,972205,1,17.964,4.500,3356,14904,-4008,,,,,,,
2,975204,1,17.914,4.500,964,16284,-5096,,,,,,,
2,977202,1,17.881,4.500,2332,17208,-6364,,,,,,,
2,980203,1,17.834,4.500,2696,15916,-4016,,,,,,,
2,982200,1,17.804,4.500,3540,14724,-2184,,,,,,,
2,985202,1,17.761,4.500,1376,18132,-6184,,,,,,,
2,987202,1,17.733,4.500,192,16616,-5220,,,,,,,
2,990204,1,17.692,4.500,2704,15436,-3024,,,,,,,
2,992205,1,17.666,4.500,2652,16464,-4436,,,,,,,
2,995204,1,17.629,4.500,544,16716,-5576,,,,,,,
2,997206,1,17.606,4.500,-1368,15628,-4808,,,,,,,
2,1000204,1,17.572,4.500,2424,16076,-4452,,,,,,,
2,1002203,1,17.551,4.500,2452,16712,-5212,,,,,,,
2,1005200,1,17.520,4.500,700,14836,-3736,,,,,,,
2,1007200,1,17.501,4.500,356,16708,-4944,,,,,,,
2,1010200,1,17.474,4.500,3164,16688,-4384,,,,,,,
2,1012203,1,17.457,4.500,2508,16232,-4652,,,,,,,
2,1015203,1,17.432,4.500,616,17560,-6956,,,,,,,
2,1017200,1,17.417,4.500,1036,16324,-5384,,,,,,,
2,1020206,1,17.394,4.500,2952,16220,-4184,,,,,,,
2,1022203,1,17.380,4.500,2388,15184,-4532,,,,,,,
2,1025204,1,17.360,4.500,484,16964,-6624,,,,,,,
2,1027200,1,17.348,4.500,-284,15664,-5808,,,,,,,
2,1030203,1,17.330,4.500,2936,16608,-5868,,,,,,,
2,1032200,1,17.319,4.500,1592,16712,-6336,,,,,,,
2,1035200,1,17.304,4.500,96,15580,-4852,,,,,,,
2,1037206,1,17.295,4.500,-112,15080,-4376,,,,,,,
2,1040203,1,17.282,4.500,3172,16572,-4296,,,,,,,
2,1042201,1,17.275,4.500,2784,16476,-3480,,,,,,,
2,1045200,1,17.264,4.500,1680,16352,-3136,,,,,,,
2,1047200,1,17.258,4.500,1332,16856,-3620,,,,,,,
2,1050203,1,17.250,4.500,4656,16876,-1956,,,,,,,
2,1052201,1,17.246,4.500,4260,16508,-1848,,,,,,,
2,1055201,1,17.239,4.500,2640,16816,-2520,,,,,,,
2,1057202,1,17.236,4.500,552,16996,-3252,,,,,,,
2,1060205,1,17.230,4.500,2176,16628,-2772,,,,,,,
2,1062200,1,17.227,4.500,1144,16528,-3496,,,,,,,
2,1065201,1,17.222,4.500,-712,15916,-3740,,,,,,,
2,1067202,1,17.219,4.500,-1516,15592,-4172,,,,,,,
2,1070205,1,17.215,4.500,564,15472,-3228,,,,,,,
2,1072199,1,17.213,4.500,1676,15324,-2868,,,,,,,
2,1075200,1,17.210,4.500,-160,15548,-3524,,,,,,,
2,1077201,1,17.208,4.500,740,16136,-3388,,,,,,,
2,1080202,1,17.206,4.500,3256,16460,-1996,,,,,,,
2,1082204,1,17.204,4.500,3892,15548,-976,,,,,,,
2,1085200,1,17.202,4.500,1692,16820,-1780,,,,,,,
2,1087201,1,17.202,4.500,1052,17184,-1004,,,,,,,
2,1090202,1,17.201,4.500,3224,14984,1420,,,,,,,
2,1092203,1,17.200,4.500,2504,18436,-2360,,,,,,,
2,1095200,1,17.200,4.500,-40,16088,-1484,,,,,,,
2,1097201,1,17.200,4.500,3004,18672,-2620,,,,,,,
2,1100204,1,17.200,4.500,2624,15016,-756,,,,,,,
2,1102203,1,17.200,4.500,608,17344,-2904,,,,,,,
2,1105204,1,17.200,4.500,-432,17448,-4028,,,,,,,
2,1107202,1,17.200,4.500,76,15372,-2796,,,,,,,
2,1110204,1,17.200,4.500,1872,16264,-2956,,,,,,,
2,1112203,1,17.200,4.500,372,16040,-3064,,,,,,,
2,1115204,1,17.200,4.500,-192,16828,-3044,,,,,,,
2,1117203,1,17.200,4.500,1804,15216,-1468,,,,,,,
2,1120204,1,17.200,4.500,2612,16420,-1736,,,,,,,
2,1122203,1,17.200,4.500,3276,16476,-1128,,,,,,,
2,1125204,1,17.200,4.500,2444,16568,-1072,,,,,,,
2,1127203,1,17.200,4.500,2396,16760,-1120,,,,,,,
2,1130204,1,17.200,4.500,3528,16280,-360,,,,,,,
2,1132202,1,17.200,4.500,2644,16888,-1064,,,,,,,
2,1135204,1,17.200,4.500,612,16468,-1516,,,,,,,
2,1137203,1,17.200,4.500,512,16340,-1584,,,,,,,
2,1140204,1,17.200,4.500,768,15708,-1552,,,,,,,
2,1142203,1,17.200,4.500,856,15760,-1804,,,,,,,
2,1145204,1,17.200,4.500,52,16068,-2580,,,,,,,
2,1147202,1,17.200,4.500,184,15592,-2104,,,,,,,
2,1150204,1,17.200,4.500,1088,15756,-2092,,,,,,,
2,1152203,1,17.200,4.500,2136,16304,-1900,,,,,,,
2,1155204,1,17.200,4.500,2036,16396,-1796,,,,,,,
2,1157202,1,17.200,4.500,1964,16192,-1480,,,,,,,
2,1160204,1,17.200,4.500,2584,16096,-1004,,,,,,,
2,1162203,1,17.200,4.500,2628,16932,-1432,,,,,,,
2,1165204,1,17.200,4.500,2316,16796,-1340,,,,,,,
2,1167203,1,17.200,4.500,1564,16456,-1444,,,,,,,
2,1170204,1,17.200,4.500,1896,16452,-1416,,,,,,,
2,1172203,1,17.200,4.500,2056,16388,-1548,,,,,,,
2,1175204,1,17.200,4.500,1800,16268,-1984,,,,,,,
2,1177203,1,17.200,4.500,1308,15980,-2100,,,,,,,
2,1180204,1,17.200,4.500,1128,16008,-2148,,,,,,,
2,1182203,1,17.200,4.500,1476,16092,-2304,,,,,,,
2,1185204,1,17.200,4.500,1216,16016,-2080,,,,,,,
2,1187202,1,17.200,4.500,836,15964,-1736,,,,,,,
2,1190204,1,17.200,4.500,1416,16176,-1444,,,,,,,
2,1192203,1,17.200,4.500,2148,16420,-1088,,,,,,,
2,1195204,1,17.200,4.500,1896,16556,-1068,,,,,,,
2,1197203,1,17.200,4.500,1764,16576,-1212,,,,,,,
2,1200204,1,17.200,4.500,2068,16576,-852,,,,,,,
2,1202203,1,17.200,4.500,2488,16368,-928,,,,,,,
2,1205204,1,17.200,4.500,2080,16240,-1208,,,,,,,
2,1207203,1,17.200,4.500,1404,16092,-1416,,,,,,,
2,1210204,1,17.200,4.500,1188,15988,-1728,,,,,,,
2,1212203,1,17.200,4.500,1408,16076,-1948,,,,,,,
2,1215204,1,17.200,4.500,988,15832,-2168,,,,,,,
2,1217202,1,17.200,4.500,560,15952,-2308,,,,,,,
2,1220204,1,17.200,4.500,844,15820,-2296,,,,,,,
2,1222203,1,17.200,4.500,1312,15888,-2224,,,,,,,
2,1225204,1,17.200,4.500,1860,16184,-1936,,,,,,,
2,1227202,1,17.200,4.500,1536,16276,-2068,,,,,,,
2,1230204,1,17.200,4.500,1800,16572,-1736,,,,,,,
2,1232203,1,17.200,4.500,2112,16512,-1468,,,,,,,
2,1235204,1,17.200,4.500,2396,16760,-1140,,,,,,,
2,1237203,1,17.200,4.500,2096,16496,-956,,,,,,,
2,1240204,1,17.200,4.500,1780,16440,-1128,,,,,,,
2,1242202,1,17.200,4.500,2100,16412,-968,,,,,,,
2,1245204,1,17.200,4.500,1868,16276,-1412,,,,,,,
2,1247188,2,17.200,4.500,1544,16332,-1608,,,,,,,
2,1250188,2,17.200,4.500,1320,16092,-1916,,,,,,,
2,1252188,2,17.200,4.500,1700,15908,-1596,,,,,,,
2,1255188,2,17.200,4.500,1600,16032,-1852,,,,,,,
2,1257188,2,17.200,4.500,1316,16048,-2092,,,,,,,
2,1260188,2,17.200,4.500,1100,15964,-1980,,,,,,,
2,1262188,2,17.200,4.500,1384,16136,-1928,,,,,,,
2,1265188,2,17.200,4.500,1536,16372,-1936,,,,,,,
2,1267188,2,17.200,4.500,1368,16124,-1788,,,,,,,
2,1270188,2,17.200,4.500,1340,16216,-1672,,,,,,,
2,1272188,2,17.200,4.500,1680,16348,-1456,,,,,,,
2,1275188,2,17.200,4.500,1856,16380,-1620,,,,,,,
2,1277188,2,17.200,4.500,1544,16384,-1604,,,,,,,
2,1280188,2,17.200,4.500,1536,16200,-1760,,,,,,,
2,1282188,2,17.200,4.500,1716,16220,-1464,,,,,,,
2,1285188,2,17.200,4.500,1784,16068,-1608,,,,,,,
2,1287188,2,17.200,4.500,1620,16028,-1472,,,,,,,
2,1290188,2,17.200,4.500,1340,16116,-1660,,,,,,,
2,1292188,2,17.200,4.500,1620,16268,-1484,,,,,,,
2,1295188,2,17.200,4.500,1680,16212,-1588,,,,,,,
2,1297188,2,17.200,4.500,1572,16212,-1616,,,,,,,
2,1300188,2,17.200,4.500,1596,16348,-1520,,,,,,,
2,1302188,2,17.200,4.500,1872,16428,-1400,,,,,,,
2,1305188,2,17.200,4.500,1940,16492,-1380,,,,,,,
2,1307188,2,17.200,4.500,1772,16432,-1556,,,,,,,
2,1310188,2,17.200,4.500,1468,16328,-1696,,,,,,,
2,1312188,2,17.200,4.500,1692,16280,-1700,,,,,,,
2,1315188,2,17.200,4.500,1804,16176,-1564,,,,,,,
2,1317188,2,17.200,4.500,1460,16108,-1844,,,,,,,
2,1320188,2,17.200,4.500,1440,16044,-1872,,,,,,,
2,1322188,2,17.200,4.500,1452,16076,-1828,,,,,,,
2,1325188,2,17.200,4.500,1532,16000,-1888,,,,,,,
2,1327188,2,17.200,4.500,1412,15952,-1732,,,,,,,
2,1330188,2,17.200,4.500,1312,16064,-1872,,,,,,,
2,1332188,2,17.200,4.500,1420,16088,-1616,,,,,,,
2,1335188,2,17.200,4.500,1688,16184,-1484,,,,,,,
2,1337188,2,17.200,4.500,1576,16280,-1416,,,,,,,
2,1340188,2,17.200,4.500,1588,16332,-1452,,,,,,,
2,1342188,2,17.200,4.500,1660,16428,-1436,,,,,,,
2,1345188,2,17.200,4.500,1820,16460,-1264,,,,,,,
2,1347188,2,17.200,4.500,1728,16156,-1216,,,,,,,
2,1350188,2,17.200,4.500,1500,16124,-1416,,,,,,,
2,1352188,2,17.200,4.500,1564,16360,-1548,,,,,,,
2,1355188,2,17.200,4.500,1684,16152,-1740,,,,,,,
2,1357188,2,17.200,4.500,1516,16188,-1760,,,,,,,
2,1360188,2,17.200,4.500,1576,16048,-1776,,,,,,,
2,1362188,2,17.200,4.500,1596,16024,-1740,,,,,,,
2,1365188,2,17.200,4.500,1836,16112,-1808,,,,,,,
2,1367188,2,17.200,4.500,1704,16120,-1880,,,,,,,
2,1370188,2,17.200,4.500,1752,16360,-1976,,,,,,,
2,1372188,2,17.200,4.500,1912,16364,-1764,,,,,,,
2,1375188,2,17.200,4.500,1868,16408,-1792,,,,,,,
2,1377188,2,17.200,4.500,1784,16308,-1752,,,,,,,
2,1380188,2,17.200,4.500,1540,16212,-1504,,,,,,,
2,1382188,2,17.200,4.500,1612,16336,-1648,,,,,,,
2,1385188,2,17.200,4.500,1460,16204,-1560,,,,,,,
2,1387188,2,17.200,4.500,1388,16232,-1460,,,,,,,
2,1390188,2,17.200,4.500,1348,16204,-1608,,,,,,,
2,1392188,2,17.200,4.500,1448,16132,-1340,,,,,,,
2,1395188,2,17.200,4.500,1612,16144,-1432,,,,,,,
2,1397188,2,17.200,4.500,1736,16060,-1572,,,,,,,
2,1400188,2,17.200,4.500,1540,16112,-1596,,,,,,,
2,1402188,2,17.200,4.500,1676,16144,-1600,,,,,,,
2,1405188,2,17.200,4.500,1704,16164,-1596,,,,,,,
2,1407188,2,17.200,4.500,1724,16220,-1608,,,,,,,
2,1410188,2,17.200,4.500,1656,16264,-1452,,,,,,,
2,1412188,2,17.200,4.500,1628,16256,-1700,,,,,,,
2,1415188,2,17.200,4.500,1748,16320,-1560,,,,,,,
2,1417188,2,17.200,4.500,1600,16268,-1856,,,,,,,
2,1420188,2,17.200,4.500,1556,16296,-1908,,,,,,,
2,1422188,2,17.200,4.500,1472,16288,-1876,,,,,,,
2,1425188,2,17.200,4.500,1380,16096,-1976,,,,,,,
2,1427188,2,17.200,4.500,1424,16176,-1772,,,,,,,
2,1430188,2,17.200,4.500,1448,16120,-1884,,,,,,,
2,1432188,2,17.200,4.500,1376,16292,-1788,,,,,,,
2,1435188,2,17.200,4.500,1608,16156,-1680,,,,,,,
2,1437188,2,17.200,4.500,1740,16172,-1444,,,,,,,
